crumbs	demo site navbar	demo site dropdown	crumbs_id	availability	price	url	pid	title	title_de	description	description_de	brand	thumb_image	sale_price	manufacturer	catalog_number	master_upc	application	application-de	color	color-de	height	length	material	material-de	size	size-de	voltage_rating	weight	width	type	type-de
Fasteners & Hardware|Cable, Chain & Rope|Chains|Jack Chains	Cable & Chain		PNB160000000000|PNB160300000000|PNB160301000000|PNB160301030000	in stock	10.47	https://pacificsupply.bloomreach.com/products/4410371	4410371	Cully 72010 #10 Jack Chain, Zinc	Cully 72010 # 10 Jack-Kette, Zink	Cully 72010 10ga Jack Chain, Zinc Plated - 100ft Reel	Cully 72010 10ga Jack Kette, verzinkt - 100ft Reel	Minerallac	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4410371.jpg	6.59	Minerallac	72010	8593772010	Support of light fixtures and signs	Unterstützung von Leuchten und Zeichen				100 ft	Zinc plated steel	Verzinkter Stahl	#10 GA	# 10 GA		15.7		Tenso Chain	Tenso Kette
Fasteners & Hardware|Cable, Chain & Rope|Chains|Jack Chains	Cable & Chain		PNB160000000000|PNB160300000000|PNB160301000000|PNB160301030000	in stock	9.49	https://pacificsupply.bloomreach.com/products/4053246	4053246	Arlington JC12 100' #12 Jack Chain	Arlington JC12 100' # 12 Jack-Kette	Arlington JC12 100 Foot #12 Jack Chain	Arlington JC12 100 Fuß # 12 Jack-Kette	Arlington	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4053246.jpg	5.98	Arlington Industries	JC12	1899713120						6.25 in	Zinc-plated Steel	Verzinkter Stahl	L(6.250) x W(6.250) x H(4.250) IN	L (6,250) x W (6.250) x H (4,250) IN		0.088		Jack Chain	Jack Kette
Fasteners & Hardware|Cable, Chain & Rope|Chains|Jack Chains	Cable & Chain		PNB160000000000|PNB160300000000|PNB160301000000|PNB160301030000	in stock	7.83	https://pacificsupply.bloomreach.com/products/4500936	4500936	Cully 72011 #10 Jack Chain, Zinc	Cully 72011 # 10 Jack-Kette, Zink	Cully 72011 10ga Jack Chain, Zinc Plated - 100ft Box	Cully 72011 10ga Jack Kette, verzinkt - 100ft Box	Minerallac	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4500936.jpg	4.94	Minerallac	72011	8593772011	Support of light fixtures and signs	Unterstützung von Leuchten und Zeichen				100 ft	Zinc plated steel	Verzinkter Stahl	#10 GA	# 10 GA		15		Tenso Chain	Tenso Kette
Fasteners & Hardware|Cable, Chain & Rope|Chains|Jack Chains	Cable & Chain		PNB160000000000|PNB160300000000|PNB160301000000|PNB160301030000	in stock	7.08	https://pacificsupply.bloomreach.com/products/4427958	4427958	Cully 72013 #12 Jack Chain, Zinc	Cully 72013 # 12 Jack-Kette, Zink	Cully 72013 12ga Jack Chain, Zinc Plated - 100ft Box	Cully 72013 12ga Jack Kette, verzinkt - 100ft Box	Minerallac	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4427958.jpg	4.46	Minerallac	72013	8593772013	Support of light fixtures and signs	Unterstützung von Leuchten und Zeichen				100 ft	Zinc plated steel	Verzinkter Stahl	#12 GA	# 12 GA		8.75		Tenso Chain	Tenso Kette
Tools & Instruments|Power Tools & Attachments|Attachments|Drill Bits|Drill Bit Sets	Tools	Power Tools	PNB250000000000|PNB251500000000|PNB251501000000|PNB251501090000|PNB251501091800	in stock	9.22	https://pacificsupply.bloomreach.com/products/322961	322961	Klein 53000 29-PC Drill Bit Set	Klein 53000 29-PC Drill Bit Set	Klein 53000 29pc Drill Bit Set	Klein 53000 29pc Drill Bit Set	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_322961.jpg	5.81	Klein Tools	53000	9264453000	General Purpose	Allgemeiner Zweck										3.28		Regular-Point Drill Bits	Regelmäßige Punktbohrer
Tools & Instruments|Power Tools & Attachments|Attachments|Drill Bits|Drill Bit Sets	Tools	Power Tools	PNB250000000000|PNB251500000000|PNB251501000000|PNB251501090000|PNB251501091800	in stock	9.91	https://pacificsupply.bloomreach.com/products/2193288	2193288	Klein 53002 13PC Drill Bit Set	Klein 53002 13PC Drill Bit Set	Klein 53002 13pc Drill Bit Set	Klein 53002 13pc Drill Bit Set	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_2193288.jpg	6.24	Klein Tools	53002	9264453002	General Purpose	Allgemeiner Zweck										0.66		Regular-Point Drill Bits	Regelmäßige Punktbohrer
Tools & Instruments|Power Tools & Attachments|Attachments|Drill Bits|Drill Bit Sets	Tools	Power Tools	PNB250000000000|PNB251500000000|PNB251501000000|PNB251501090000|PNB251501091800	in stock	7.06	https://pacificsupply.bloomreach.com/products/322992	322992	Klein 53001 15-PC Drill Bit Set	Klein 53001 15-PC-Bohrer-Set	Klein 53001 15pc Drill Bit Set	Klein 53001 15pc Drill Bit Set	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_322992.jpg	4.45	Klein Tools	53001	9264453001	General Purpose	Allgemeiner Zweck										2.06		Regular-Point Drill Bits	Regelmäßige Punktbohrer
Tools & Instruments|Power Tools & Attachments|Attachments|Drill Bits|Aircraft Extension Drill Bits	Tools	Power Tools	PNB250000000000|PNB251500000000|PNB251501000000|PNB251501090000|PNB251501090100	in stock	11.45	https://pacificsupply.bloomreach.com/products/4559838	4559838	Milwaukee 48-89-2772 Drill Bit, 1/4	Milwaukee 48-89-2772 Bohreinsatz, 1/4	Milwaukee 48-89-2772 1/4 Aircraft Length Black Oxide Drill Bit	Milwaukee 48-89-2772 04.01 Aircraft Länge brüniert Bohreinsatz	MILWAUKEE	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4559838.jpg	7.22	Milwaukee Electric Tool	48-89-2772	4524216754	For Extra-Reach And Deep Drilling Applications	Für zusätzliche Reichweite und Tiefbohrtechnik Anwendungen										0.18			
Tools & Instruments|Power Tools & Attachments|Attachments|Drill Bits|Step Bits	Tools	Power Tools	PNB250000000000|PNB251500000000|PNB251501000000|PNB251501090000|PNB251501094200	in stock	11.5	https://pacificsupply.bloomreach.com/products/4765951	4765951	Klein KTSB15 Step Drill Bit #15	Klein KTSB15 Stufenbohrer Bit # 15	Klein KTSB15 Step Drill Bit #15, Double-Fluted	Klein KTSB15 Stufenbohrer Bit # 15, Double-Gerippte	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4765951.jpg	7.24	Klein Tools	KTSB15	9264459115	High-visibility silver targets for primary hole sizes.	High-Visibility-Silber-Ziele für die primären Lochgrößen.					M2 Steel	M2 Stahl	7/8 - 1-3/8 (22 - 35 mm)	7/8 - 1-3 / 8 (22 - 35 mm)		0.46		Two Flute	zwei Flöte
Tools & Instruments|Power Tools & Attachments|Attachments|Drill Bits|High Speed Bits	Tools	Power Tools	PNB250000000000|PNB251500000000|PNB251501000000|PNB251501090000|PNB251501092500	in stock	11.32	https://pacificsupply.bloomreach.com/products/323208	323208	Klein 53104 1/8 Jobber Drill Bit	Klein 53104 1/8 Spiralbohrer	Klein 53104 1/8 Jobber Drill Bit	Klein 53104 1/8 Spiralbohrer	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_323208.jpg	7.13	Klein Tools	53104	9264453104												0.01		Regular-Point 118� High-Speed Drill Bits	Regular-Punkt 118 Hochgeschwindigkeits-Bohrer
Tools & Instruments|Power Tools & Attachments|Attachments|Drill Bits|Step Bits	Tools	Power Tools	PNB250000000000|PNB251500000000|PNB251501000000|PNB251501090000|PNB251501094200	in stock	13.19	https://pacificsupply.bloomreach.com/products/4765950	4765950	Klein KTSB14 Step Drill Bit #14	Klein KTSB14 Stufenbohrer Bit # 14	Klein KTSB14 Step Drill Bit #14 - Double-Fluted	Klein KTSB14 Stufenbohrer # 14 - doppelt geriffelten	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4765950.jpg	8.31	Klein Tools	KTSB14	9264459114	High-visibility silver targets for primary hole sizes.	High-Visibility-Silber-Ziele für die primären Lochgrößen.					High Speed Steel	Hochgeschwindigkeitsstahl	3/16 - 7/8 (5 - 22 mm)	3/16 - 7/8 (5 - 22 mm)		0.25		Two Flute	zwei Flöte
Tools & Instruments|Power Tools & Attachments|Attachments|Drill Bits|Step Bits	Tools	Power Tools	PNB250000000000|PNB251500000000|PNB251501000000|PNB251501090000|PNB251501094200	in stock	10.59	https://pacificsupply.bloomreach.com/products/4765948	4765948	Klein KTSB03 Step Drill Bit #3	Klein KTSB03 Stufenbohrer Bit # 3	Klein KTSB03 Step Drill Bit #3 - Double-Fluted	Klein KTSB03 Stufenbohrer Bit # 3 - doppelt geriffelten	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4765948.jpg	6.67	Klein Tools	KTSB03	9264459103	High-visibility silver targets for primary hole sizes.	High-Visibility-Silber-Ziele für die primären Lochgrößen.					High Speed Steel	Hochgeschwindigkeitsstahl	1/4 - 3/4 (6 - 19 mm)	1/4 - 3/4 (6 - 19 mm)		0.2		Two Flute	zwei Flöte
Tools & Instruments|Power Tools & Attachments|Attachments|Drill Bits|Step Bits	Tools	Power Tools	PNB250000000000|PNB251500000000|PNB251501000000|PNB251501090000|PNB251501094200	in stock	9.99	https://pacificsupply.bloomreach.com/products/4765947	4765947	Klein KTSB01 Step Drill Bit #1	Klein KTSB01 Stufenbohrer Bit # 1	Klein KTSB01 Step Drill Bit #1 - Double-Fluted	Klein KTSB01 Stufenbohrer Bit # 1 - doppelt geriffelten	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4765947.jpg	6.3	Klein Tools	KTSB01	9264459101	High-visibility silver targets for primary hole sizes.	High-Visibility-Silber-Ziele für die primären Lochgrößen.							1/8 - 1/2 (3 - 13 mm)	1/8 - 1/2 (3 - 13 mm)		0.15		Two Flute	zwei Flöte
Tools & Instruments|Power Tools & Attachments|Attachments|Drill Bits|Pilot Bits	Tools	Power Tools	PNB250000000000|PNB251500000000|PNB251501000000|PNB251501090000|PNB251501093100	in stock	9.8	https://pacificsupply.bloomreach.com/products/4135522	4135522	Dewalt DW1910 5/32 Drill Bit	Dewalt DW1910 5/32 Bohrer	Stanley Black & Decker DW1910 Dewalt 5/32 Inch Diameter 2 Inch Flute Length Split Pilot Point Drill Bit	Stanley Black & Decker DW1910 Dewalt 5/32 Inch Durchmesser 2 Zoll Flöte Länge Split Pilot Point Bohrer	BLACK & DECKER	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4135522.jpg	6.18	Black & Decker	DW1910	2887730235							High Speed Steel	Hochgeschwindigkeitsstahl				0.03		Drill Bit	Bohrer
Tools & Instruments|Power Tools & Attachments|Attachments|Drill Bits|Step Bits	Tools	Power Tools	PNB250000000000|PNB251500000000|PNB251501000000|PNB251501090000|PNB251501094200	in stock	9.03	https://pacificsupply.bloomreach.com/products/4765949	4765949	Klein KTSB11 Step Drill Bit #11	Klein KTSB11 Stufenbohrer Bit # 11	Klein KTSB11 Step Drill Bit #11 - Double-Fluted	Klein KTSB11 Stufenbohrer # 11 - doppelt geriffelten	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4765949.jpg	5.69	Klein Tools	KTSB11	9264459111	High-visibility silver targets for primary hole sizes.	High-Visibility-Silber-Ziele für die primären Lochgrößen.					High Speed Steel	Hochgeschwindigkeitsstahl	7/8 - 1-1/8 (22 - 29 mm)	7/8 - 1-1 / 8 (22 - 29 mm)		0.27		Two Flute	zwei Flöte
Tools & Instruments|Power Tools & Attachments|Attachments|Drill Bits|Pilot Bits	Tools	Power Tools	PNB250000000000|PNB251500000000|PNB251501000000|PNB251501090000|PNB251501093100	in stock	7.56	https://pacificsupply.bloomreach.com/products/4163816	4163816	Dewalt DW1916B 1/4 Drill Bit	Dewalt DW1916B 1/4 Bohrer	Stanley Black & Decker DW1916 Dewalt 1/4 Inch Diameter Pilot Point Drill Bit	Stanley Black & Decker DW1916 Dewalt 1/4 Zoll Durchmesser Pilot Point Bohrer	BLACK & DECKER	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4163816.jpg	4.77	Black & Decker	DW1916	2887730215							High Speed Steel	Hochgeschwindigkeitsstahl				0.05		Drill Bit	Bohrer
Tools & Instruments|Power Tools & Attachments|Attachments|Drill Bits|Drill Bit Sets	Tools	Power Tools	PNB250000000000|PNB251500000000|PNB251501000000|PNB251501090000|PNB251501091800	in stock	11.91	https://pacificsupply.bloomreach.com/products/4419664	4419664	Milwaukee 48-89-1105 Bit Drill	Milwaukee 48-89-1105 Bit Drill	Milwaukee 48-89-1105 20-Piece Thunderbolt&#174; Titanium Coated Drill Bit Set	Milwaukee 48-89-1105 20-Stück-Thunderbolt & # 174; Titan beschichtete Bohrer Set	MILWAUKEE	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4419664.jpg	7.5	Milwaukee Electric Tool	48-89-1105	4524217061												1.4		20-Piece	20-Stück
Tools & Instruments|Power Tools & Attachments|Attachments|Drill Bits|Drill Bit Sets	Tools	Power Tools	PNB250000000000|PNB251500000000|PNB251501000000|PNB251501090000|PNB251501091800	in stock	10.94	https://pacificsupply.bloomreach.com/products/4495616	4495616	Ideal 35-524 Step Drill Bit Kit	Ideal 35-524 Stufenbohrer Kit	Ideal 3pc 35-524 Step Drill Bit Kit, Quick Change, High Speed	Ideal 3pc 35-524 Stufenbohrer-Kit, Quick Change, High-Speed	IDEAL	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4495616.jpg	6.9	Ideal Industries	35-524	78325071341												1.76		Quick Change Step Drill Bit Kit	Quick Change-Stufenbohrer Kit
Tools & Instruments|Power Tools & Attachments|Attachments|Drill Bits|Drill Bit Sets	Tools	Power Tools	PNB250000000000|PNB251500000000|PNB251501000000|PNB251501090000|PNB251501091800	in stock	10.58	https://pacificsupply.bloomreach.com/products/4538381	4538381	Milwaukee 48-89-9221 Step Bit 3Pc Set	Milwaukee 48-89-9221 Schritt Bit 3Pc Set	Milwaukee 48-89-9221&nbsp; 3pc Step Drill Bit Set (#1, #2, & #4)	Milwaukee 48-89-9221 & nbsp; 3pc Stufenbohrer Set (# 1, # 2, & # 4)	MILWAUKEE	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4538381.jpg	6.67	Milwaukee Electric Tool	48-89-9221	4524230774												1.3			
Tools & Instruments|Power Tools & Attachments|Attachments|Drill Bits|Drill Bit Sets	Tools	Power Tools	PNB250000000000|PNB251500000000|PNB251501000000|PNB251501090000|PNB251501091800	in stock	8.83	https://pacificsupply.bloomreach.com/products/4433153	4433153	Milwaukee 48-89-2803 Bit 15Pc	Milwaukee 48-89-2803 Bit 15pc	Milwaukee 48-89-2803&nbsp; 15pc Thunderbolt&#174; Black Oxide Drill Bit Set	Milwaukee 48-89-2803 & nbsp; 15pc Thunderbolt & # 174; Black Oxide Bohrer Set	MILWAUKEE	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4433153.jpg	5.57	Milwaukee Electric Tool	48-89-2803	4524218736							High Carbon Steel	High Carbon Steel				1.02		15-Piece	15-teilige
Tools & Instruments|Power Tools & Attachments|Attachments|Band Saw Blades	Tools	Power Tools	PNB250000000000|PNB251500000000|PNB251501000000|PNB251501010000	in stock	12.5	https://pacificsupply.bloomreach.com/products/4074043	4074043	Milwaukee 48-39-0521 Band Saw Blade Deep	Milwaukee 48-39-0521 Sägeband Tief	Milwaukee 48-39-0521 44-7/8 x 1/2 x .020 x 18TPI Standard Deep Cut Portable Band Saw Blade (3/Pack)	Milwaukee 48-39-0521 44-7 / 8 x 1/2 x 0,020 x 18TPI Standard-Deep Cut Tragbarer Sägeband (3 / Packung)	MILWAUKEE	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4074043.jpg	7.87	Milwaukee Electric Tool	48-39-0521	4524213226	For Metal-Cutting Applications, Including Strut, Conduit, Angle Iron, Copper Tube, Threaded Rod, And Pipe; For Cutting Common Materials 5/32 IN - 3/16 IN Thick And Very Hard Materials 3/16 IN - 5/16 IN Thick	For Metal-Cutting-Anwendungen, einschließlich Strebe, Conduit, Winkeleisen, Kupferrohr, Gewindestange, und Rohr; Für gebräuchliche Materialien 5/32 Stanzen und Schneiden - 3/16 IN dick und sehr Hard Material 3/16 IN - 5/16 IN Thick				44-7/8 in						0.53	0.5 in	Deep Cut	Tiefer Schnitt
Tools & Instruments|Power Tools & Attachments|Attachments|Band Saw Blades	Tools	Power Tools	PNB250000000000|PNB251500000000|PNB251501000000|PNB251501010000	in stock	9.7	https://pacificsupply.bloomreach.com/products/4654079	4654079	Milwaukee 48-39-0560 Band Saw Blade Deep	Milwaukee 48-39-0560 Sägeband Tief	Milwaukee 48-39-0560 14/18 TPI Standard / Deep Cut Portable Band Saw Blade	Milwaukee 48-39-0560 14/18 TPI Standard / Deep Cut Tragbarer Sägeband	MILWAUKEE	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4654079.jpg	6.11	Milwaukee Electric Tool	48-39-0560	4524213255	Designed for Interrupted Cutting in Structurals and Profiles 5/32 - 5/16 in Thick	Entwickeln für unterbrochenen Schnitt in Structurals und Profilen 5/32 - 5/16 in Thick										0.35		Standard Deep Cut, Portable	Standard Deep Cut, bewegliche
Tools & Instruments|Power Tools & Attachments|Attachments|Band Saw Blades	Tools	Power Tools	PNB250000000000|PNB251500000000|PNB251501000000|PNB251501010000	in stock	11.41	https://pacificsupply.bloomreach.com/products/4446756	4446756	Milwaukee 48-39-0501 Band Saw Blade Deep	Milwaukee 48-39-0501 Sägeband Tief	Milwaukee 48-39-0501 10 TPI Standard / Deep Cut Portable Band Saw Blade (3 Pack)	Milwaukee 48-39-0501 10 TPI Standard / Deep Cut Tragbare Sägeband (3er-Pack)	MILWAUKEE	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4446756.jpg	7.19	Milwaukee Electric Tool	48-39-0501	4524213209	For Cutting Applications Including Strut, Conduit, Angle Iron, Copper Tube, Threaded Rod and Pipe	Zum Schneiden von Anwendungen einschließlich Strebe, Conduit, Winkeleisen, Kupferrohr, Gewindestange und Rohr										0.53		Deep Cut, Portable	Deep Cut, bewegliche
Tools & Instruments|Power Tools & Attachments|Attachments|Band Saw Blades	Tools	Power Tools	PNB250000000000|PNB251500000000|PNB251501000000|PNB251501010000	in stock	11.01	https://pacificsupply.bloomreach.com/products/4208628	4208628	Milwaukee 48-39-0519 Band Saw Blade	Milwaukee 48-39-0519 Sägeband	Milwaukee 48-39-0519&nbsp; 35-3/8 x 1/2 x .020 x 14TPI Compact Portable Band Saw Blade (3/Pack)	Milwaukee 48-39-0519 & nbsp; 35-3 / 8 x 1/2 x 0,020 x 14TPI Compact Tragbares Sägeband (3 / Packung)	MILWAUKEE	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4208628.jpg	6.94	Milwaukee Electric Tool	48-39-0519	4524220159	For Cutting Applications Including Strut, Conduit, Angle Iron, Copper Tube, Threaded Rod and Pipe	Zum Schneiden von Anwendungen einschließlich Strebe, Conduit, Winkeleisen, Kupferrohr, Gewindestange und Rohr										0.45		Compact, Portable	Kompakt, beweglich
Tools & Instruments|Power Tools & Attachments|Attachments|Band Saw Blades	Tools	Power Tools	PNB250000000000|PNB251500000000|PNB251501000000|PNB251501010000	in stock	9.77	https://pacificsupply.bloomreach.com/products/4041698	4041698	Milwaukee 48-39-0510 Band Saw Blade Deep	Milwaukee 48-39-0510 Sägeband Tief	Milwaukee 48-39-0510&nbsp; 44-7/8 x 1/2 x .020 x 14TPI Standard Deep Cut Portable Band Saw Blade (1/Pack)	Milwaukee 48-39-0510 & nbsp; 44-7 / 8 x 1/2 x 0,020 x 14TPI Standard-Deep Cut Tragbarer Sägeband (1 / Packung)	MILWAUKEE	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4041698.jpg	6.16	Milwaukee Electric Tool	48-39-0510	4524213215	For Metal-Cutting Applications, Including Strut, Conduit, Angle Iron, Copper Tube, Threaded Rod, And Pipe; For Cutting Common Materials 5/32 IN - 3/16 IN Thick And Very Hard Materials 3/16 IN - 5/16 IN Thick.	For Metal-Cutting-Anwendungen, einschließlich Strebe, Conduit, Winkeleisen, Kupferrohr, Gewindestange, und Rohr; Für gebräuchliche Materialien 5/32 Stanzen und Schneiden - 3/16 IN dick und sehr Hard Material 3/16 IN - 5/16 IN dick.				44-7/8 in						0.35	0.5 in	Deep Cut	Tiefer Schnitt
Tools & Instruments|Power Tools & Attachments|Attachments|Band Saw Blades	Tools	Power Tools	PNB250000000000|PNB251500000000|PNB251501000000|PNB251501010000	in stock	9.76	https://pacificsupply.bloomreach.com/products/4433214	4433214	Milwaukee 48-39-0511 Band Saw Blade	Milwaukee 48-39-0511 Sägeband	Milwaukee 48-39-0511 14 TPI Standard / Deep Cut Portable Band Saw Blade (3 Pack)	Milwaukee 48-39-0511 14 TPI Standard / Deep Cut Tragbare Sägeband (3er-Pack)	MILWAUKEE	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4433214.jpg	6.15	Milwaukee Electric Tool	48-39-0511	4524213216	For Cutting Applications Including Strut, Conduit, Angle Iron, Copper Tube, Threaded Rod and Pipe	Zum Schneiden von Anwendungen einschließlich Strebe, Conduit, Winkeleisen, Kupferrohr, Gewindestange und Rohr										0.54		Deep Cut, Portable	Deep Cut, bewegliche
Tools & Instruments|Power Tools & Attachments|Attachments|Band Saw Blades	Tools	Power Tools	PNB250000000000|PNB251500000000|PNB251501000000|PNB251501010000	in stock	8.74	https://pacificsupply.bloomreach.com/products/4272810	4272810	Milwaukee 48-39-0528 Band Saw Blade	Milwaukee 48-39-0528 Sägeband	Milwaukee 48-39-0528&nbsp; 35-3/8 x 1/2 x .020 x 18TPI Compact Portable Band Saw Blade (1/Pack)	Milwaukee 48-39-0528 & nbsp; 35-3 / 8 x 1/2 x 0,020 x 18TPI Compact Tragbares Sägeband (1 / Packung)	MILWAUKEE	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4272810.jpg	5.5	Milwaukee Electric Tool	48-39-0528	4524220190	For Metal-Cutting Applications, Including Strut, Conduit, Angle Iron, Copper Tube, Threaded Rod, And Pipe; For Cutting Common Materials 5/32 IN - 3/16 IN Thick And Very Hard Materials 3/16 IN - 5/16 IN Thick	For Metal-Cutting-Anwendungen, einschließlich Strebe, Conduit, Winkeleisen, Kupferrohr, Gewindestange, und Rohr; Für gebräuchliche Materialien 5/32 Stanzen und Schneiden - 3/16 IN dick und sehr Hard Material 3/16 IN - 5/16 IN Thick				35-3/8 in						0.3	0.5 in	Deep Cut	Tiefer Schnitt
