manufacturer	catalog_number	catalog_number_partialvalue	master_upc	application	color	height	length	material	size	voltage_rating	weight	type	availability	url	pid	title	description	brand	thumb_image	price	sale_price	category_paths
Eaton B-Line	N255ZN	['N25', 'N255', 'N255Z', 'N255ZN']	78101140373	STRUT FITTINGS,BF-CHANNEL NUTS (BF)				Steel	5/8 In-11 TPI		0.164	Spring Nut	True	https://pacific.bloomreach.com/supplyglobal/products/4331091___4331091	4331091	B-LINE N255ZN(5/8) SPRING NUT,	SPRING NUT, 5/8-IN.-11 THREAD, 1/2-IN. NUT	Eaton	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4331091	11.88	7.48	[[{'id': 'NA_160000000000', 'name': 'Fasteners & Hardwares'}, {'id': 'NA_160400000000', 'name': 'Fasteners'}, {'id': 'NA_160402000000', 'name': 'Nuts & Washers'}, {'id': 'NA_160402010000', 'name': 'Nuts'}, {'id': 'NA_160402011100', 'name': 'Strut Nuts'}]]
Milwaukee Electric Tool	6146-33	['614', '6146', '6146-', '6146-3', '6146-33']	04524224152								6.950		True	https://pacific.bloomreach.com/supplyglobal/products/4331231___4331231	4331231	MILW 6146-33 4-1/2 SAG SLIDE, LO	Milwaukee 6146-33 11 Amp 4-1/2 Small Angle Grinder Slide, Lock-On	Milwaukee	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4331231.jpg	11.45	7.21	[[{'id': 'NA_250000000000', 'name': 'Tools & Instruments'}, {'id': 'NA_251500000000', 'name': 'Power Tools & Attachments'}, {'id': 'NA_251503000000', 'name': 'Corded Power Tools'}, {'id': 'NA_251503400000', 'name': 'Sanders and Grinders'}, {'id': 'NA_251503400500', 'name': 'Grinders'}]]
Milwaukee Tool	6146-30	['614', '6146', '6146-', '6146-3', '6146-30']	04524224150										True	https://pacific.bloomreach.com/supplyglobal/products/4332826___4332826	4332826	MILW 6146-30 11 Amp 4-1/2 Small	Milwaukee 6146-30 11 Amp 4-1/2 Small Angle Grinder Paddle, Lock-On	Milwaukee	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4332826.jpg	14.84	9.35	[[{'id': 'NA_250000000000', 'name': 'Tools & Instruments'}, {'id': 'NA_251500000000', 'name': 'Power Tools & Attachments'}, {'id': 'NA_251503000000', 'name': 'Corded Power Tools'}, {'id': 'NA_251503400000', 'name': 'Sanders and Grinders'}, {'id': 'NA_251503400500', 'name': 'Grinders'}]]
Eaton B-Line	BH10	['BH1', 'BH10']	78101118855	FASTENERS,HANGER FASTENERS,Light Fixtures, Signs				Steel	#11		0.032	S-Hook	True	https://pacific.bloomreach.com/supplyglobal/products/4334345___4334345	4334345	B-LINE BH10 S HOOK	Eaton B-Line BH10 Carbon Steel S Hook	Eaton	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4334345	10.7	6.74	[[{'id': 'NA_160000000000', 'name': 'Fasteners & Hardware'}, {'id': 'NA_160300000000', 'name': 'Cable, Chain & Rope'}, {'id': 'NA_160302000000', 'name': 'Fittings & Accessories'}, {'id': 'NA_160302220000', 'name': 'S-Hooks'}]]
Killark, a Hubbell affiliate	LB27	['LB2', 'LB27']	78393601101	To provide access to conductors for pulling, splicing, and maintenance. Threaded for rigid conduit and IMC.	Gray	2.5 in	5-3/8 in	Iron			1.330	Iron conduit body	True	https://pacific.bloomreach.com/supplyglobal/products/4337001___4337001	4337001	KLRK LB27 Duraloy 7S 3/4 Lb Cond	Killark LB27 3/4 LB Hub, Iron Form 7 Conduit Body	KILLARK	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4337001.jpg	13.71	8.64	[[{'id': 'NA_110000000000', 'name': 'Conduit, Fittings, & Raceway'}, {'id': 'NA_110300000000', 'name': 'Electrical Conduit & Fittings'}, {'id': 'NA_110302000000', 'name': 'Metallic Conduit & Fittings'}, {'id': 'NA_110302030000', 'name': 'Conduit Body, Covers, & Gaskets'}, {'id': 'NA_110302030900', 'name': 'Type LB Condulets'}]]
Brady	M21-750-595-RD	['M21', 'M21-', 'M21-7', 'M21-75', 'M21-750', 'M21-750-', 'M21-750-5', 'M21-750-59', 'M21-750-595', 'M21-750-595-', 'M21-750-595-R', 'M21-750-595-RD']	66282096655	Arc Flash Labels; Arrow Tape; General & Industrial ID; Laboratory ID; Panel Labeling; Pipe & Valve Marking; Rating Plates; Safety & Compliance ID; Visual Workplace Labeling; Warehouse Marking	White on Red		21	Brady B-595 Vinyl			80.000	Label	True	https://pacific.bloomreach.com/supplyglobal/products/4340911___4340911	4340911	BRADY M21-750-595-RD 142801 LABEL	Brady M21-750-595-RD 0.75 Inch x 21 Foot Black/Red Vinyl Component Identification Label	Brady	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4340911.jpg	12.14	7.65	[[{'id': 'NA_220000000000', 'name': 'Safety'}, {'id': 'NA_221300000000', 'name': 'Warning Signs & Labels'}, {'id': 'NA_221309000000', 'name': 'Labels and Markers'}, {'id': 'NA_221309040000', 'name': 'Printable Labels'}]]
Rockwell Automation	800H-DR6D2	['800', '800H', '800H-', '800H-D', '800H-DR', '800H-DR6', '800H-DR6D', '800H-DR6D2']	66207362821		Red						0.256	30mm Momentary Push Button	True	https://pacific.bloomreach.com/supplyglobal/products/4341440___4341440	4341440	AB 800H-DR6D2 30mm Push-Button	A-B 800H-DR6D2 30mm Momentary Push Button 800H PB	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4341440.jpg	12.49	7.87	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_120900000000', 'name': 'Operators'}, {'id': 'NA_120909000000', 'name': 'Push Buttons'}, {'id': 'NA_120909040000', 'name': '30mm'}, {'id': 'NA_120909040200', 'name': 'Non-Illuminated'}]]
Milwaukee Electric Tool	6232-21	['623', '6232', '6232-', '6232-2', '6232-21']	04524223722							120 VAC	21.890	Deep Cut Variable Speed Band Saw Kit	True	https://pacific.bloomreach.com/supplyglobal/products/4344173___4344173	4344173	MILW 6232-21 Deep Cut Variable	Milwaukee 6232-21 Deep Cut Variable Speed Band Saw Kit	Milwaukee	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4344173.jpg	13.37	8.42	[[{'id': 'NA_250000000000', 'name': 'Tools & Instruments'}, {'id': 'NA_251500000000', 'name': 'Power Tools & Attachments'}, {'id': 'NA_251503000000', 'name': 'Corded Power Tools'}, {'id': 'NA_251503410000', 'name': 'Saws'}, {'id': 'NA_251503410100', 'name': 'Band Saws'}]]
Milwaukee Electric Tool	6238-20	['623', '6238', '6238-', '6238-2', '6238-20']	04524223723								17.510		True	https://pacific.bloomreach.com/supplyglobal/products/4344939___4344939	4344939	MILW 6238-20 Deep Cut Band Saw	Milwaukee 6238-20 Deep Cut AC/DC Band Saw	Milwaukee	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4344939.jpg	10.09	6.36	[[{'id': 'NA_250000000000', 'name': 'Tools & Instruments'}, {'id': 'NA_251500000000', 'name': 'Power Tools & Attachments'}, {'id': 'NA_251503000000', 'name': 'Corded Power Tools'}, {'id': 'NA_251503410000', 'name': 'Saws'}, {'id': 'NA_251503410100', 'name': 'Band Saws'}]]
Rockwell Automation	1492-CJK6-20	['149', '1492', '1492-', '1492-C', '1492-CJ', '1492-CJK', '1492-CJK6', '1492-CJK6-', '1492-CJK6-2', '1492-CJK6-20']	66207434170	for Use With 1492-L4, L4T, L4Q, LD4DF, LD4DR, LD4SS, LD4, LD4C, L16D	Yellow					600 V	0.043	Center Jumper	True	https://pacific.bloomreach.com/supplyglobal/products/4348599___4348599	4348599	AB 1492-CJK6-20 CENTER JUMPER	A-B 1492-CJK6-20 IEC Center Jumper, 20 PL 6mm, Plug-In	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4348599.jpg	5.66	3.56	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_121300000000', 'name': 'Terminal Blocks, Wiring Systems & Connectors'}, {'id': 'NA_121305000000', 'name': 'Terminal Block Accessories'}, {'id': 'NA_121305160000', 'name': 'Shorting Links/Jumpers'}]]
Rockwell Automation	800H-AR00	['800', '800H', '800H-', '800H-A', '800H-AR', '800H-AR0', '800H-AR00']	61259847667								0.140	30mm Non-Illuminated Push Button	True	https://pacific.bloomreach.com/supplyglobal/products/4349279___4349279	4349279	AB 800H-AR00 800H 30mm Push Button	A-B 800H-AR00 30mm Momentary Push Button 800H PB	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4349279.jpg	6.59	4.15	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_120900000000', 'name': 'Operators'}, {'id': 'NA_120909000000', 'name': 'Push Buttons'}, {'id': 'NA_120909040000', 'name': '30mm'}, {'id': 'NA_120909040200', 'name': 'Non-Illuminated'}]]
Milwaukee Electric Tool	6117-30	['611', '6117', '6117-', '6117-3', '6117-30']	04524224139		Red					120 VAC	7.000	Single Speed, Small	True	https://pacific.bloomreach.com/supplyglobal/products/4353806___4353806	4353806	MILW 6117-30 5 13A Sag - Paddle	Milwaukee 6117-30 13 Amp 5 Small Angle Grinder Paddle, Lock-On	Milwaukee	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4353806.jpg	8.54	5.38	[[{'id': 'NA_250000000000', 'name': 'Tools & Instruments'}, {'id': 'NA_251500000000', 'name': 'Power Tools & Attachments'}, {'id': 'NA_251503000000', 'name': 'Corded Power Tools'}, {'id': 'NA_251503400000', 'name': 'Sanders and Grinders'}, {'id': 'NA_251503400500', 'name': 'Grinders'}]]
Milwaukee Electric Tool	6117-31	['611', '6117', '6117-', '6117-3', '6117-31']	04524224140								7.000		True	https://pacific.bloomreach.com/supplyglobal/products/4353807___4353807	4353807	MILW 6117-31 5 13A Sag - Paddle	Milwaukee 6117-31 13 Amp 5 Small Angle Grinder Paddle, No-Lock	Milwaukee	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4353807.jpg	14.81	9.33	[[{'id': 'NA_250000000000', 'name': 'Tools & Instruments'}, {'id': 'NA_251500000000', 'name': 'Power Tools & Attachments'}, {'id': 'NA_251503000000', 'name': 'Corded Power Tools'}, {'id': 'NA_251503400000', 'name': 'Sanders and Grinders'}, {'id': 'NA_251503400500', 'name': 'Grinders'}]]
Milwaukee Electric Tool	6117-33	['611', '6117', '6117-', '6117-3', '6117-33']	04524224142								6.900		True	https://pacific.bloomreach.com/supplyglobal/products/4353809___4353809	4353809	MILW 6117-33 5 13A Sag - Slide	Milwaukee 6117-33 13 Amp 5 Small Angle Grinder Slide, Lock-On	Milwaukee	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4353809.jpg	6.43	4.05	[[{'id': 'NA_250000000000', 'name': 'Tools & Instruments'}, {'id': 'NA_251500000000', 'name': 'Power Tools & Attachments'}, {'id': 'NA_251503000000', 'name': 'Corded Power Tools'}, {'id': 'NA_251503400000', 'name': 'Sanders and Grinders'}, {'id': 'NA_251503400500', 'name': 'Grinders'}]]
Molex/Woodhead	804S00D04M050	['804', '804S', '804S0', '804S00', '804S00D', '804S00D0', '804S00D04', '804S00D04M', '804S00D04M0', '804S00D04M05', '804S00D04M050']	78678831817										True	https://pacific.bloomreach.com/supplyglobal/products/4354359___4354359	4354359	WOODH 804S00D04M050 MIC 4P FP 5M DC	SINGLE ENDED CORDSET	Woodhead	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4354359.jpg	9.81	6.18	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_120200000000', 'name': 'Control System Connection Devices'}, {'id': 'NA_120203000000', 'name': 'Control System Connection Cables'}]]
Molex/Woodhead	805S00D04M050	['805', '805S', '805S0', '805S00', '805S00D', '805S00D0', '805S00D04', '805S00D04M', '805S00D04M0', '805S00D04M05', '805S00D04M050']	78678831820										True	https://pacific.bloomreach.com/supplyglobal/products/4354360___4354360	4354360	WOODH 805S00D04M050 MIC 5P FP 5M DC	SINGLE ENDED CORD SET	Woodhead	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4354360.jpg	12.81	8.07	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_120200000000', 'name': 'Control System Connection Devices'}, {'id': 'NA_120203000000', 'name': 'Control System Connection Cables'}]]
Woodhead	63W64	['63W', '63W6', '63W64']	78678801488							125 V	1.900	Connector	True	https://pacific.bloomreach.com/supplyglobal/products/4356691___4356691	4356691	WOODH 63W64 WATERTITE CONNECTOR -	Molex Incorporated 63W64 3-Pole 4-Wire 50 Amp 125/250 Volt Yellow Locking Connector	Woodhead	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4356691.gif	8.67	5.46	[[{'id': 'NA_240000000000', 'name': 'Wiring Devices & Wallplates'}, {'id': 'NA_240400000000', 'name': 'Plugs & Connectors'}, {'id': 'NA_240406000000', 'name': 'Watertight Devices'}, {'id': 'NA_240406010000', 'name': 'Connectors'}]]
Woodhead	884030K03M050	['884', '8840', '88403', '884030', '884030K', '884030K0', '884030K03', '884030K03M', '884030K03M0', '884030K03M05', '884030K03M050']	78678837499		Yellow			TPE	5.0m (16.40')	250 VAC//VDC	1.312	Double Ended	True	https://pacific.bloomreach.com/supplyglobal/products/4358421___4358421	4358421	WOODH 884030K03M050 MIC 4P M/MFE 5M	Molex Incorporated 884030K03M050 4-Pin 4 Amp 250 VAC/VDC 18 AWG 5 m Yellow Thermoplastic Elastomer Single Ended Cord Set	Brad	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4358421.gif	12.32	7.76	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_120200000000', 'name': 'Control System Connection Devices'}, {'id': 'NA_120203000000', 'name': 'Control System Connection Cables'}]]
Milwaukee Electric Tool	6161-31	['616', '6161', '6161-', '6161-3', '6161-31']	04524224159		Red					120 VAC	7.100	Small	True	https://pacific.bloomreach.com/supplyglobal/products/4362886___4362886	4362886	MILW 6161-31 6 13A Sag - Paddle	Milwaukee 6161-31 13 Amp 6 Small Angle Grinder Paddle, No-Lock	Milwaukee	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4362886.jpg	12.02	7.57	[[{'id': 'NA_250000000000', 'name': 'Tools & Instruments'}, {'id': 'NA_251500000000', 'name': 'Power Tools & Attachments'}, {'id': 'NA_251503000000', 'name': 'Corded Power Tools'}, {'id': 'NA_251503400000', 'name': 'Sanders and Grinders'}, {'id': 'NA_251503400500', 'name': 'Grinders'}]]
Klein Tools	42200	['422', '4220', '42200']	09264455900	Tool apron - Medium	Black		52 in	Heavy duty canvas	Medium/Large		0.887	Tool Combination Aprons	True	https://pacific.bloomreach.com/supplyglobal/products/4374496___4374496	4374496	KLEIN 42200 Canvas Tool Apron	Klein 42200 Canvas Tool Apron	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4374496.jpg	14.35	9.04	[[{'id': 'NA_220000000000', 'name': 'Safety Products'}, {'id': 'NA_220900000000', 'name': 'Personal Protective Equipment'}, {'id': 'NA_221100000000', 'name': 'Safety Apparel'}, {'id': 'NA_221106000000', 'name': 'Electrical-Protection Clothing'}, {'id': 'NA_221106010000', 'name': 'Protective Aprons'}]]
Milwaukee Electric Tool	6238-21	['623', '6238', '6238-', '6238-2', '6238-21']	04524223724								21.890		True	https://pacific.bloomreach.com/supplyglobal/products/4380084___4380084	4380084	MILW 6238-21 Deep Cut Band Saw	Milwaukee 6238-21 Deep Cut AC/DC Band Saw Kit	Milwaukee	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4380084.jpg	13.5	8.5	[[{'id': 'NA_250000000000', 'name': 'Tools & Instruments'}, {'id': 'NA_251500000000', 'name': 'Power Tools & Attachments'}, {'id': 'NA_251503000000', 'name': 'Corded Power Tools'}, {'id': 'NA_251503410000', 'name': 'Saws'}, {'id': 'NA_251503410100', 'name': 'Band Saws'}]]
Rockwell Automation	800T-FXMQH2GAV	['800', '800T', '800T-', '800T-F', '800T-FX', '800T-FXM', '800T-FXMQ', '800T-FXMQH', '800T-FXMQH2', '800T-FXMQH2G', '800T-FXMQH2GA', '800T-FXMQH2GAV']	88563038119		Green					130 VAC//VDC	0.421	30mm Push-Pull Device	True	https://pacific.bloomreach.com/supplyglobal/products/4382219___4382219	4382219	AB 800T-FXMQH2GAV 800T 30mm Push	A-B 800T-FXMQH2GAV 30mm Push-Pull Device 800T PB	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4382219.jpg	14.96	9.43	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_120900000000', 'name': 'Operators'}, {'id': 'NA_120909000000', 'name': 'Push Buttons'}, {'id': 'NA_120909040000', 'name': '30mm'}, {'id': 'NA_120909040100', 'name': 'Illuminated'}]]
ABB Installation Products	TYZ23M	['TYZ', 'TYZ2', 'TYZ23', 'TYZ23M']	78621089754		Aqua		3.62 in	Fluoropolymer			0.630	Radiation Resistant	True	https://pacific.bloomreach.com/supplyglobal/products/439578___439578	439578	T&B TYZ23M Locking Cable Tie,	Thomas & Betts TYZ23M 4 Inch 18 lb Aqua Tefzel Cable Tie	Ty-Rap	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_439578	5.17	3.26	[[{'id': 'NA_270000000000', 'name': 'Connectors, Marking, & Termination'}, {'id': 'NA_270100000000', 'name': 'Wire Bundling'}, {'id': 'NA_270104000000', 'name': 'Cable Ties'}]]
Rockwell Automation	800H-DR1A	['800', '800H', '800H-', '800H-D', '800H-DR', '800H-DR1', '800H-DR1A']	66207362814		Green						0.260	30mm Momentary Push Button	True	https://pacific.bloomreach.com/supplyglobal/products/4396922___4396922	4396922	AB 800H-DR1A 30mm Push-Button	A-B 800H-DR1A 30mm Momentary Push Button 800H PB	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4396922.jpg	5.53	3.48	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_120900000000', 'name': 'Operators'}, {'id': 'NA_120909000000', 'name': 'Push Buttons'}, {'id': 'NA_120909040000', 'name': '30mm'}, {'id': 'NA_120909040200', 'name': 'Non-Illuminated'}]]
Rockwell Automation	1492-CONACAB005A	['149', '1492', '1492-', '1492-C', '1492-CO', '1492-CON', '1492-CONA', '1492-CONAC', '1492-CONACA', '1492-CONACAB', '1492-CONACAB0', '1492-CONACAB00', '1492-CONACAB005', '1492-CONACAB005A']	61259866178								0.611		True	https://pacific.bloomreach.com/supplyglobal/products/4399111___4399111	4399111	AB 1492-CONACAB005A 0.5m Cab Compat	A-B 1492-CONACAB005A 0.5m Cab Compat w/LA001 (volts)	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4399111.jpg	12.02	7.57	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_120200000000', 'name': 'Control System Connection Devices'}, {'id': 'NA_120203000000', 'name': 'Control System Connection Cables'}]]
Rockwell Automation	1492-CONACAB005G	['149', '1492', '1492-', '1492-C', '1492-CO', '1492-CON', '1492-CONA', '1492-CONAC', '1492-CONACA', '1492-CONACAB', '1492-CONACAB0', '1492-CONACAB00', '1492-CONACAB005', '1492-CONACAB005G']	61259866192								0.575		True	https://pacific.bloomreach.com/supplyglobal/products/4399112___4399112	4399112	AB 1492-CONACAB005G 0.5m Cab Compat	A-B 1492-CONACAB005G 0.5m Cab Compat w/LA005	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4399112.jpg	13.21	8.32	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_120200000000', 'name': 'Control System Connection Devices'}, {'id': 'NA_120203000000', 'name': 'Control System Connection Cables'}]]
Rockwell Automation	889N-F4AFC-10F	['889', '889N', '889N-', '889N-F', '889N-F4', '889N-F4A', '889N-F4AF', '889N-F4AFC', '889N-F4AFC-', '889N-F4AFC-1', '889N-F4AFC-10', '889N-F4AFC-10F']	61259885784	Standard Materials			10 ft				1.281	Mini Cable	True	https://pacific.bloomreach.com/supplyglobal/products/4399833___4399833	4399833	AB 889N-F4AFC-10F 889N Mini Cordset	A-B 889N-F4AFC-10F 889 Mini Cable	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4399833.jpg	11.74	7.4	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_120200000000', 'name': 'Control System Connection Devices'}, {'id': 'NA_120203000000', 'name': 'Control System Connection Cables'}]]
Rockwell Automation	25B-B5P0N104	['25B', '25B-', '25B-B', '25B-B5', '25B-B5P', '25B-B5P0', '25B-B5P0N', '25B-B5P0N1', '25B-B5P0N10', '25B-B5P0N104']	88495188569	Supporting Protocol for DeviceNet, EtherNet/IP, MODBUS, Other Bus Systems, PROFIBUS					Frame A	200 - 240 V, 240 V	2.855	AC Drive	True	https://pacific.bloomreach.com/supplyglobal/products/4400021___4400021	4400021	AB 25B-B5P0N104 PF 525, 240V, 3PH,	A-B 25B-B5P0N104 PowerFlex 525 0.75kW (1Hp) AC Drive	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4400021.jpg	5.06	3.18	[[{'id': 'NA_120000000000', 'name': 'Control & Automation'}, {'id': 'NA_120500000000', 'name': 'Drives'}, {'id': 'NA_120501000000', 'name': 'AC Drives'}]]
Rockwell Automation	800F-AKR3801	['800', '800F', '800F-', '800F-A', '800F-AK', '800F-AKR', '800F-AKR3', '800F-AKR38', '800F-AKR380', '800F-AKR3801']	66246812187								0.040	22 mm Accessory	True	https://pacific.bloomreach.com/supplyglobal/products/4400608___4400608	4400608	AB 800F-AKR3801 Ronis Spare Key	Rockwell Automation 800F-AKR3801 22 mm Push Button Replacement Ronis Key	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4400608.jpg	12.9	8.13	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_120900000000', 'name': 'Operators'}, {'id': 'NA_120909000000', 'name': 'Push Buttons'}, {'id': 'NA_120909070000', 'name': 'Push Button Parts & Accessories'}]]
