pid	url	availability	price	gender	color	brand	material	collection	style	bread_crumb	title	stock_level	special_offer	season	edited_availability	edited_price	edited_gender	edited_color	edited_brand	edited_material	edited_collection	edited_style	edited_bread_crumb	edited_title	edited_stock_level	edited_special_offer	edited_season
103767	https://pacific.bloomreach.com/apparel/products/103767___103767	TRUE	31.61	female	Blue	High Star	Cotton			women>pants|women>jeans	High Star Women Blue Slim Fit High-Rise Clean Look Stretchable Jeans	ok	easter	winter	TRUE	31.61	female	Blue	High Star	Cotton			women>pants|women>jeans	High Star Women Blue Slim Fit High-Rise Clean Look Stretchable Jeans	ok	easter	winter
103768	https://pacific.bloomreach.com/apparel/products/103768___103768	TRUE	35.02	female	Blue	URBANIC	Cotton		Casual	women>pants|women>jeans	URBANIC Women Blue Heavy Fade Jeans	ok	blackfriday	mid-season	TRUE	35.02	female	Blue	URBANIC	Cotton		Casual	women>pants|women>jeans	URBANIC Women Blue Heavy Fade Jeans	ok	blackfriday	mid-season
103769	https://pacific.bloomreach.com/apparel/products/103769___103769	TRUE	20.99	female	Navy Blue	Roadster	Cotton	Radiance		women>pants|women>jeans	Roadster Women Deep Navy Blue High-Rise Straight Cropped Stretchable Jeans	unknown	valentine	mid-season	TRUE	20.99	female	Navy Blue	Roadster	Cotton	Radiance		women>pants|women>jeans	Roadster Women Deep Navy Blue High-Rise Straight Cropped Stretchable Jeans	unknown	valentine	mid-season
103770	https://pacific.bloomreach.com/apparel/products/103770___103770	TRUE	38.1	female	Navy Blue	Harvard	Cotton	Harmony	Casual	women>pants|women>jeans	Harvard Women Navy Blue Skinny Fit Light Fade Stretchable Jeans	high	none	mid-season	TRUE	38.1	female	Navy Blue	Harvard	Cotton	Harmony	Casual	women>pants|women>jeans	Harvard Women Navy Blue Skinny Fit Light Fade Stretchable Jeans	high	none	mid-season
103771	https://pacific.bloomreach.com/apparel/products/103771___103771	TRUE	22.99	female	Orange	SASSAFRAS	Cotton	Radiance	Casual	women>pants|women>jeans	SASSAFRAS Women Bright Orange High-Rise Regular Fit Jeans	ok	none	summer	TRUE	22.99	female	Orange	SASSAFRAS	Cotton	Radiance	Casual	women>pants|women>jeans	SASSAFRAS Women Bright Orange High-Rise Regular Fit Jeans	ok	none	summer
103772	https://pacific.bloomreach.com/apparel/products/103772___103772	TRUE	38.1	female	Black	Harvard	Cotton	Harmony	Casual	women>pants|women>jeans	Harvard Women Black Slim Fit Stretchable Jeans	low	back2school	mid-season	TRUE	38.1	female	Black	Harvard	Cotton	Harmony	Casual	women>pants|women>jeans	Harvard Women Black Slim Fit Stretchable Jeans	low	back2school	mid-season
103773	https://pacific.bloomreach.com/apparel/products/103773___103773	TRUE	38.11	female	Blue	ether	Cotton	Harmony	Casual	women>pants|women>jeans	ether Women Blue Skinny Fit Low Distress Heavy Fade Fade Stretchable Jeans	high	valentine	winter	TRUE	38.11	female	Blue	ether	Cotton	Harmony	Casual	women>pants|women>jeans	ether Women Blue Skinny Fit Low Distress Heavy Fade Fade Stretchable Jeans	high	valentine	winter
103774	https://pacific.bloomreach.com/apparel/products/103774___103774	TRUE	34.11	female	Navy Blue	Roadster	Cotton	Harmony	Casual	women>pants|women>jeans	Roadster Women Navy Blue Pure Cotton Jogger Stretchable Jeans	low	none	summer	TRUE	34.11	female	Navy Blue	Roadster	Cotton	Harmony	Casual	women>pants|women>jeans	Roadster Women Navy Blue Pure Cotton Jogger Stretchable Jeans	low	none	summer
103775	https://pacific.bloomreach.com/apparel/products/103775___103775	TRUE	24.99	female	Blue	Pacific 25	Cotton	Harmony	Casual	women>pants|women>jeans	plusS Women Blue Solid Jeans	high	back2school	mid-season	TRUE	24.99	female	Blue	plusS	Cotton	Harmony	Casual	women>pants|women>jeans	plusS Women Blue Solid Jeans	high	back2school	mid-season
103776	https://pacific.bloomreach.com/apparel/products/103776___103776	TRUE	26.99	female	Blue	Roadster	Cotton	Harmony	Casual	women>pants|women>jeans	Roadster Women Blue Slim Fit Light Fade Stretchable Jeans with Belt	high	back2school	mid-season	TRUE	26.99	female	Blue	Roadster	Cotton	Harmony	Casual	women>pants|women>jeans	Roadster Women Blue Slim Fit Light Fade Stretchable Jeans with Belt	high	back2school	mid-season
103777	https://pacific.bloomreach.com/apparel/products/103777___103777	TRUE	34.99	female	Blue	ONLY	Cotton		Casual	women>pants|women>jeans	ONLY Women Blue Skinny Fit High-Rise Jeans	unknown	blackfriday	summer	TRUE	34.99	female	Blue	ONLY	Cotton		Casual	women>pants|women>jeans	ONLY Women Blue Skinny Fit High-Rise Jeans	unknown	blackfriday	summer
103778	https://pacific.bloomreach.com/apparel/products/103778___103778	TRUE	19.99	female	Blue	Mast & Harbour	Cotton	Harmony	Casual	women>pants|women>jeans	Mast & Harbour Women Blue Skinny Fit Mid-Rise Light Fade Stretchable Jeans	low	easter	winter	TRUE	19.99	female	Blue	Mast & Harbour	Cotton	Harmony	Casual	women>pants|women>jeans	Mast & Harbour Women Blue Skinny Fit Mid-Rise Light Fade Stretchable Jeans	low	easter	winter
103779	https://pacific.bloomreach.com/apparel/products/103779___103779	TRUE	19.99	female	Black	PARIS HAMILTON	Cotton	Harmony	Casual	women>pants|women>jeans	PARIS HAMILTON Women Black High-Rise Stretchable Jeans	low	back2school	summer	TRUE	19.99	female	Black	PARIS HAMILTON	Cotton	Harmony	Casual	women>pants|women>jeans	PARIS HAMILTON Women Black High-Rise Stretchable Jeans	low	back2school	summer
103780	https://pacific.bloomreach.com/apparel/products/103780___103780	TRUE	38.11	female	Blue	Tokyo Talkies	Cotton			women>pants|women>jeans	Tokyo Talkies Women Blue Boyfriend Fit Mid-Rise Highly Distressed Jeans	low	blackfriday	mid-season	TRUE	38.11	female	Blue	Tokyo Talkies	Cotton			women>pants|women>jeans	Tokyo Talkies Women Blue Boyfriend Fit Mid-Rise Highly Distressed Jeans	low	blackfriday	mid-season
103781	https://pacific.bloomreach.com/apparel/products/103781___103781	FALSE	23.99	female	White	Miss Chase	Cotton			women>pants|women>jeans	Miss Chase Women White Skinny Fit High-Rise Clean Look Stretchable Jeans	OOS	mothersday	summer	FALSE	23.99	female	White	Miss Chase	Cotton			women>pants|women>jeans	Miss Chase Women White Skinny Fit High-Rise Clean Look Stretchable Jeans	OOS	mothersday	summer
103782	https://pacific.bloomreach.com/apparel/products/103782___103782	TRUE	42.99	female	Blue	Levis	Cotton	Harmony	Casual	women>pants|women>jeans	Levis Women Blue Skinny Fit Light Fade Stretchable Jeans	low	blackfriday	summer	TRUE	42.99	female	Blue	Levis	Cotton	Harmony	Casual	women>pants|women>jeans	Levis Women Blue Skinny Fit Light Fade Stretchable Jeans	low	blackfriday	summer
103783	https://pacific.bloomreach.com/apparel/products/103783___103783	TRUE	36.11	female	Grey	Pacific 25	Cotton			women>pants|women>jeans	Women Grey Skinny Fit Mildly Distressed Light Fade Stretchable Jeans	unknown	valentine	mid-season	TRUE	36.11	female	Grey	Pacific 25	Cotton			women>pants|women>jeans	Women Grey Skinny Fit Mildly Distressed Light Fade Stretchable Jeans	unknown	valentine	mid-season
103784	https://pacific.bloomreach.com/apparel/products/103784___103784	TRUE	20.9	female	Blue	URBANIC	Cotton	Harmony	Casual	women>pants|women>jeans	URBANIC Women Blue Cotton Light Fade Colourblocked Jeans	unknown	blackfriday	summer	TRUE	20.9	female	Blue	URBANIC	Cotton	Harmony	Casual	women>pants|women>jeans	URBANIC Women Blue Cotton Light Fade Colourblocked Jeans	unknown	blackfriday	summer
103785	https://pacific.bloomreach.com/apparel/products/103785___103785	TRUE	29.99	female	Blue	Roadster	Cotton	Harmony	Casual	women>pants|women>jeans	The Roadster Lifestyle Co Women Blue Slim Fit Mid-Rise Clean Look Stretchable Jeans	ok	blackfriday	summer	TRUE	29.99	female	Blue	Roadster	Cotton	Harmony	Casual	women>pants|women>jeans	The Roadster Lifestyle Co Women Blue Slim Fit Mid-Rise Clean Look Stretchable Jeans	ok	blackfriday	summer
103786	https://pacific.bloomreach.com/apparel/products/103786___103786	FALSE	32.99	female	Blue	Vero Moda			Casual	women>pants|women>jeans	Vero Moda Women Blue Slash Knee Heavy Fade Jeans	OOS	none	summer	FALSE	32.99	female	Blue	Vero Moda			Casual	women>pants|women>jeans	Vero Moda Women Blue Slash Knee Heavy Fade Jeans	OOS	none	summer
103787	https://pacific.bloomreach.com/apparel/products/103787___103787	TRUE	29.99	female	Blue	TARAMA	Cotton		Casual	women>pants|women>jeans	TARAMA Women Blue Straight Fit High-Rise Jeans	low	valentine	mid-season	TRUE	29.99	female	Blue	TARAMA	Cotton		Casual	women>pants|women>jeans	TARAMA Women Blue Straight Fit High-Rise Jeans	low	valentine	mid-season
103788	https://pacific.bloomreach.com/apparel/products/103788___103788	FALSE	19.9	female	Blue	URBANIC	Cotton			women>pants|women>jeans	URBANIC Women Blue & White Cotton Printed Relaxed Fit High-Rise Non Stretchable Jeans	OOS	back2school	winter	FALSE	19.9	female	Blue	URBANIC	Cotton			women>pants|women>jeans	URBANIC Women Blue & White Cotton Printed Relaxed Fit High-Rise Non Stretchable Jeans	OOS	back2school	winter
103789	https://pacific.bloomreach.com/apparel/products/103789___103789	TRUE	29.99	female	Blue	ONLY			Casual	women>pants|women>jeans	ONLY Women Blue Skinny Fit High-Rise Mildly Distressed Light Fade Jeans	ok	christmas	mid-season	TRUE	29.99	female	Blue	ONLY			Casual	women>pants|women>jeans	ONLY Women Blue Skinny Fit High-Rise Mildly Distressed Light Fade Jeans	ok	christmas	mid-season
103790	https://pacific.bloomreach.com/apparel/products/103790___103790	TRUE	38.02	female	Olive	URBANIC	Cotton		Casual	women>pants|women>jeans	URBANIC Women Olive Green Cotton Solid Cropped Jeans	ok	mothersday	winter	TRUE	38.02	female	Olive	URBANIC	Cotton		Casual	women>pants|women>jeans	URBANIC Women Olive Green Cotton Solid Cropped Jeans	ok	mothersday	winter
103791	https://pacific.bloomreach.com/apparel/products/103791___103791	FALSE	45.99	female	Navy Blue	Levis	Cotton	Harmony	Casual	women>pants|women>jeans	Levi's x Deekone Women Navy Blue Pleated High Loose Straight Fit High-Rise Jeans	OOS	mothersday	mid-season	FALSE	45.99	female	Navy Blue	Levis	Cotton	Harmony	Casual	women>pants|women>jeans	Levi's x Deekone Women Navy Blue Pleated High Loose Straight Fit High-Rise Jeans	OOS	mothersday	mid-season
103792	https://pacific.bloomreach.com/apparel/products/103792___103792	FALSE	20.95	female	Blue	Pacific Style	Cotton	Harmony	Casual	women>pants|women>jeans	Women Blue Wide Leg High-Rise Jeans	OOS	blackfriday	summer	FALSE	20.95	female	Blue	Pacific 25	Cotton	Harmony	Casual	women>pants|women>jeans	Women Blue Wide Leg High-Rise Jeans	OOS	blackfriday	summer
103793	https://pacific.bloomreach.com/apparel/products/103793___103793	TRUE	26.99	female	Blue	Levis	Cotton	Harmony	Casual	women>pants|women>jeans	Levis Women Blue 710 Super Skinny Fit Light Fade Stretchable Jeans	ok	blackfriday	winter	TRUE	26.99	female	Blue	Levis	Cotton	Harmony	Casual	women>pants|women>jeans	Levis Women Blue 710 Super Skinny Fit Light Fade Stretchable Jeans	ok	blackfriday	winter
103795	https://pacific.bloomreach.com/apparel/products/103795___103795	TRUE	25.99	female	Peach	Roadster	Cotton	Harmony	Casual	women>pants|women>jeans	The Roadster Lifestyle Co Women Peach-Coloured Skinny Bootcut High-Rise Stretchable Jeans	high	mothersday	mid-season	TRUE	25.99	female	Peach	Roadster	Cotton	Harmony	Casual	women>pants|women>jeans	The Roadster Lifestyle Co Women Peach-Coloured Skinny Bootcut High-Rise Stretchable Jeans	high	mothersday	mid-season
103796	https://pacific.bloomreach.com/apparel/products/103796___103796	FALSE	22.99	female	Blue	Pacific Style	Cotton		Casual	women>pants|women>jeans	Chemistry Women Blue Mom Fit Cuffed Jeans	OOS	easter	summer	FALSE	22.99	female	Blue	Chemistry	Cotton		Casual	women>pants|women>jeans	Chemistry Women Blue Mom Fit Cuffed Jeans	OOS	easter	summer
103797	https://pacific.bloomreach.com/apparel/products/103797___103797	TRUE	38.7	female	Black	ZOLA	Cotton			women>pants|women>jeans	ZOLA Women Black Slim Fit High-Rise Stretchable Jeans	low	none	summer	TRUE	38.7	female	Black	ZOLA	Cotton			women>pants|women>jeans	ZOLA Women Black Slim Fit High-Rise Stretchable Jeans	low	none	summer
103798	https://pacific.bloomreach.com/apparel/products/103798___103798	TRUE	20.99	female	Rust	Roadster	Cotton			women>pants|women>jeans	Roadster Women Rust Red Regular Fit Mid-Rise Clean Look Cargo Joggers Jeans	ok	blackfriday	mid-season	TRUE	20.99	female	Rust	Roadster	Cotton			women>pants|women>jeans	Roadster Women Rust Red Regular Fit Mid-Rise Clean Look Cargo Joggers Jeans	ok	blackfriday	mid-season
103799	https://pacific.bloomreach.com/apparel/products/103799___103799	TRUE	29.99	female	Grey	ONLY			Casual	women>pants|women>jeans	ONLY Women Grey Skinny Fit High-Rise Light Fade Jeans	high	mothersday	mid-season	TRUE	29.99	female	Grey	ONLY			Casual	women>pants|women>jeans	ONLY Women Grey Skinny Fit High-Rise Light Fade Jeans	high	mothersday	mid-season
103800	https://pacific.bloomreach.com/apparel/products/103800___103800	TRUE	26.99	female	Blue	Miss Chase	Cotton			women>pants|women>jeans	Miss Chase Women Blue Relaxed Fit Mid-Rise Clean Look Stretchable Jogger	ok	back2school	summer	TRUE	26.99	female	Blue	Miss Chase	Cotton			women>pants|women>jeans	Miss Chase Women Blue Relaxed Fit Mid-Rise Clean Look Stretchable Jogger	ok	back2school	summer
103801	https://pacific.bloomreach.com/apparel/products/103801___103801	TRUE	20.99	female	Navy Blue	Pacific Style	Cotton	Harmony	Casual	women>pants|women>jeans	Chemistry Women Navy Blue Solid Stretchable Jeans	low	none	summer	TRUE	20.99	female	Navy Blue	Chemistry	Cotton	Harmony	Casual	women>pants|women>jeans	Chemistry Women Navy Blue Solid Stretchable Jeans	low	none	summer
103802	https://pacific.bloomreach.com/apparel/products/103802___103802	TRUE	33.99	female	White	DOLCE CRUDO	Cotton	Harmony	Casual	women>pants|women>jeans	DOLCE CRUDO Women White Low Distress Stretchable Wide Leg Jeans	ok	back2school	summer	TRUE	33.99	female	White	DOLCE CRUDO	Cotton	Harmony	Casual	women>pants|women>jeans	DOLCE CRUDO Women White Low Distress Stretchable Wide Leg Jeans	ok	back2school	summer
103803	https://pacific.bloomreach.com/apparel/products/103803___103803	TRUE	79.99	female	Blue	Calvin Klein Jeans	Cotton	Harmony	Casual	women>pants|women>jeans	Calvin Klein Jeans Women Blue Mildly Distressed Pure Cotton Jeans	unknown	back2school	winter	TRUE	79.99	female	Blue	Calvin Klein Jeans	Cotton	Harmony	Casual	women>pants|women>jeans	Calvin Klein Jeans Women Blue Mildly Distressed Pure Cotton Jeans	unknown	back2school	winter
103804	https://pacific.bloomreach.com/apparel/products/103804___103804	TRUE	36.11	female	Charcoal	Hubberholme	Cotton		Casual	women>pants|women>jeans	Hubberholme Women Charcoal Grey Slim Fit Mid-Rise Slash Knee Stretchable Cropped Jeans	ok	valentine	mid-season	TRUE	36.11	female	Charcoal	Hubberholme	Cotton		Casual	women>pants|women>jeans	Hubberholme Women Charcoal Grey Slim Fit Mid-Rise Slash Knee Stretchable Cropped Jeans	ok	valentine	mid-season
103805	https://pacific.bloomreach.com/apparel/products/103805___103805	TRUE	79.99	female	Blue	Calvin Klein Jeans	Cotton	Harmony	Casual	women>pants|women>jeans	Calvin Klein Jeans Women Blue Straight Fit High-Rise Stretchable Jeans	ok	blackfriday	mid-season	TRUE	79.99	female	Blue	Calvin Klein Jeans	Cotton	Harmony	Casual	women>pants|women>jeans	Calvin Klein Jeans Women Blue Straight Fit High-Rise Stretchable Jeans	ok	blackfriday	mid-season
103806	https://pacific.bloomreach.com/apparel/products/103806___103806	FALSE	34.99	female	Black	Vero Moda	Cotton			women>pants|women>jeans	Vero Moda Women Black Regular Fit High-Rise Slash Knee Stretchable Jeans	OOS	christmas	summer	FALSE	34.99	female	Black	Vero Moda	Cotton			women>pants|women>jeans	Vero Moda Women Black Regular Fit High-Rise Slash Knee Stretchable Jeans	OOS	christmas	summer
103807	https://pacific.bloomreach.com/apparel/products/103807___103807	TRUE	22.99	female	White	High Star	Cotton			women>pants|women>jeans	High Star Women White Slim Fit Mid-Rise Clean Look Stretchable Jeans	ok	mothersday	summer	TRUE	22.99	female	White	High Star	Cotton			women>pants|women>jeans	High Star Women White Slim Fit Mid-Rise Clean Look Stretchable Jeans	ok	mothersday	summer
103808	https://pacific.bloomreach.com/apparel/products/103808___103808	TRUE	39.3	female	White	ZOLA	Cotton		Casual	women>pants|women>jeans	ZOLA Women White Solid Slim Fit High Rise Jeans	ok	blackfriday	summer	TRUE	39.3	female	White	ZOLA	Cotton		Casual	women>pants|women>jeans	ZOLA Women White Solid Slim Fit High Rise Jeans	ok	blackfriday	summer
103809	https://pacific.bloomreach.com/apparel/products/103809___103809	FALSE	49.99	female	Blue	AMERICAN EAGLE OUTFITTERS	Cotton			women>pants|women>jeans	AMERICAN EAGLE OUTFITTERS Women Blue High-Rise Mildly Distressed Heavy Fade Stretchable Jeans	OOS	back2school	mid-season	FALSE	49.99	female	Blue	AMERICAN EAGLE OUTFITTERS	Cotton			women>pants|women>jeans	AMERICAN EAGLE OUTFITTERS Women Blue High-Rise Mildly Distressed Heavy Fade Stretchable Jeans	OOS	back2school	mid-season
103810	https://pacific.bloomreach.com/apparel/products/103810___103810	TRUE	34.99	female	White	ONLY	Cotton		Casual	women>pants|women>jeans	ONLY Women White Solid Flared Jeans	ok	blackfriday	summer	TRUE	34.99	female	White	ONLY	Cotton		Casual	women>pants|women>jeans	ONLY Women White Solid Flared Jeans	ok	blackfriday	summer
103811	https://pacific.bloomreach.com/apparel/products/103811___103811	TRUE	31.95	female	Blue	Miss Chase	Cotton			women>pants|women>jeans	Miss Chase Women Blue Jogger High-Rise Cuffed Hem Stretchable Jeans	ok	blackfriday	winter	TRUE	31.95	female	Blue	Miss Chase	Cotton			women>pants|women>jeans	Miss Chase Women Blue Jogger High-Rise Cuffed Hem Stretchable Jeans	ok	blackfriday	winter
103812	https://pacific.bloomreach.com/apparel/products/103812___103812	TRUE	28.99	female	Blue	Levis	Cotton	Harmony	Casual	women>pants|women>jeans	Levis Women Blue 710 Super Skinny Fit Light Fade Stretchable Jeans	high	blackfriday	winter	TRUE	28.99	female	Blue	Levis	Cotton	Harmony	Casual	women>pants|women>jeans	Levis Women Blue 710 Super Skinny Fit Light Fade Stretchable Jeans	high	blackfriday	winter
103813	https://pacific.bloomreach.com/apparel/products/103813___103813	TRUE	25.99	female	Navy Blue	Roadster	Cotton	Harmony	Casual	women>pants|women>jeans	The Roadster Lifestyle Co Women Navy Blue Cotton Wide Leg High-Rise Jeans	low	back2school	mid-season	TRUE	25.99	female	Navy Blue	Roadster	Cotton	Harmony	Casual	women>pants|women>jeans	The Roadster Lifestyle Co Women Navy Blue Cotton Wide Leg High-Rise Jeans	low	back2school	mid-season
103814	https://pacific.bloomreach.com/apparel/products/103814___103814	TRUE	25.99	female	Blue	Pacific 25	Cotton	Radiance		women>pants|women>jeans	plusS Women Stunning Blue Jogger Fit Stretchable Jeans	ok	back2school	winter	TRUE	25.99	female	Blue	plusS	Cotton	Radiance		women>pants|women>jeans	plusS Women Stunning Blue Jogger Fit Stretchable Jeans	ok	back2school	winter
103815	https://pacific.bloomreach.com/apparel/products/103815___103815	TRUE	34.99	female	Yellow	ONLY	Cotton		Casual	women>pants|women>jeans	ONLY Women Yellow Straight Fit High-Rise Cotton Jeans	high	mothersday	winter	TRUE	34.99	female	Yellow	ONLY	Cotton		Casual	women>pants|women>jeans	ONLY Women Yellow Straight Fit High-Rise Cotton Jeans	high	mothersday	winter
