crumbs	crumbs_de	demo site navbar	demo site dropdown	crumbs_id	availability	price	url	pid	title_old	title_de	description_old	description_de	brand	thumb_image	sale_price	manufacturer	catalog_number	master_upc	application_old	application_de	color_old	color_de	height	length	material_old	material_de	size_old	size_de	voltage_rating	weight_old	weight_de	width	type_old	type_de
Wiring Devices & Wallplates|Schalteres|Wall Schalteres|Dekorativer Schalteres	Verkabelung & Wandplatten|Schalteres|Wandschalter|Dekorativer Schalteres	Wiring Devices		PNB240000000000|PNB240700000000|PNB240703000000|PNB240703010000	in stock	10.08	https://pacificsupply.bloomreach.com/products/4828807	4828807	Pass & Seymour RCD113W Radiant 3 Schalter	Pass & Seymour RCD113W Radiant 3 Schalter	Pass & Seymour RCD113W Radiant Combination (2) Single Pole and (1) 3-Way Schalteres, 15A 120V - White	Pass & Seymour RCD113W Radiant Kombination (2) Single Pole und (1) 3-Wege-Schalter, 15A 120V - Weiß	Legrand-Pass & Seymour	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4828807.jpg	6.35	Legrand-Pass & Seymour	RCD113W	78500705477	Residential	Wohn	White	Weiß			Plastic	Plastik	Depth 1.43 x Width 1.29 x Height 3.81	Tiefe 1,43 x Breite x Höhe 1,29 3,81	120 V	0.2	0.091		Two Single Pole Schalteres & Single Pole/3-Way	Zwei einpolige Schalter & Single Pole / 3-Way
Verschlüsse & Hardwares|Verschlüsse|Nuts & Unterlegscheibes|Nuts|Hex Nuts	Verschlüsse & Hardware|Verschlüsse|Muttern & Unterlegscheiben|Muttern|Sechskantmuttern	Verschlüsse		PNB160000000000|PNB160400000000|PNB160402000000|PNB160402010000|PNB160402010700	in stock	11.83	https://pacificsupply.bloomreach.com/products/4556230	4556230	B-Line HEX3/8SS4 Hex Nut	B-Line hex 1,0 SS4 Sechskantmutter	Eaton B-Line NUT,HEX 3/8 SS4 Stainless Steel Hex Nut	Eaton B-Line NUT, HEX 1,0 SS4 Edelstahl Sechskantmutter	EATON B-LINE SERIES	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4556230	7.45	Eaton B-Line	NUT,HEX-3/8-SS4	78101102540	Strut Fittings, Hardware Nuts	Strut Beschläge, Hardware-Nüsse					304 Stainless Steel	304 Edelstahl	3/8 In	0,375 cm		0.015	0.007		Hex Nut	Sechskantmutter
Verschlüsse & Hardwares|Verschlüsse|Nuts & Unterlegscheibes|Nuts|Strut Nuts	Verschlüsse & Hardware|Verschlüsse|Muttern & Unterlegscheiben|Muttern|Schienenmuttern	Verschlüsse		PNB160000000000|PNB160400000000|PNB160402000000|PNB160402010000|PNB160402011100	in stock	14.32	https://pacificsupply.bloomreach.com/products/4093778	4093778	Thomas & Betts 5/16 Self-Holding Nuts	Thomas & Betts 0,8 Einpressmutter	Thomas & Betts B-912-5/16 5/16 Inch-18 Galv Krom Mild Steel Self Holding Spring Channel Nut	Thomas & Betts B-912-0,8 cm-18 Galv Krom Mild Stahl Selbsthaltefeder Gewindeplatte	Kindorf	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4093778	9.02	ABB Installation Products	B-912-5/16	78599175639	For use with 3/4 in. deep channels.	Für den Einsatz mit 3/4 in. Tiefe Kanäle.							5/16 Inch	0,3125 cm		4.44	2.014		Fittings & Hardware	Armaturen & Hardware
Verschlüsse & Hardwares|Verschlüsse|Nuts & Unterlegscheibes|Nuts|Strut Nuts	Verschlüsse & Hardware|Verschlüsse|Muttern & Unterlegscheiben|Muttern|Schienenmuttern	Verschlüsse		PNB160000000000|PNB160400000000|PNB160402000000|PNB160402010000|PNB160402011100	in stock	13.79	https://pacificsupply.bloomreach.com/products/3986668	3986668	Thomas & Betts 1/4 Self-Holding Nuts	Thomas & Betts 0,6 Einpressmutter	Thomas & Betts B-911 1/4 Self Holding Nut	Thomas & Betts B-911 0,6 Selbsthaltemutter	Kindorf	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_3986668	8.69	ABB Installation Products	B-911-1/4	78599175597	For use with all Kindorf channels.	Für den Einsatz mit allen Kindorf Kanälen.							1/4 Inch	0,25 cm		8	3.629		Fittings & Hardware	Armaturen & Hardware
Verschlüsse & Hardwares|Verschlüsse|Nuts & Unterlegscheibes|Nuts|Strut Nuts	Verschlüsse & Hardware|Verschlüsse|Muttern & Unterlegscheiben|Muttern|Schienenmuttern	Verschlüsse		PNB160000000000|PNB160400000000|PNB160402000000|PNB160402010000|PNB160402011100	in stock	5.56	https://pacificsupply.bloomreach.com/products/3099493	3099493	Thomas & Betts 1/2 Self-Holding Nuts	Thomas & Betts 1,3 Einpressmutter	Thomas & Betts B-911 1/2 Self Holding Nut	Thomas & Betts B-911 1,3 Selbsthaltemutter	Kindorf	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_3099493	3.5	ABB Installation Products	B-911-1/2	78599175606	For use with all Kindorf channels.	Für den Einsatz mit allen Kindorf Kanälen.							1/2 Inch	0,5 cm		10.19	4.622		Fittings & Hardware	Armaturen & Hardware
Verschlüsse & Hardwares|Verschlüsse|Nuts & Unterlegscheibes|Nuts|Strut Nuts	Verschlüsse & Hardware|Verschlüsse|Muttern & Unterlegscheiben|Muttern|Schienenmuttern	Verschlüsse		PNB160000000000|PNB160400000000|PNB160402000000|PNB160402010000|PNB160402011100	in stock	5.41	https://pacificsupply.bloomreach.com/products/4093777	4093777	Thomas & Betts 5/16 Self-Holding Nuts	Thomas & Betts 0,8 Einpressmutter	Thomas & Betts B-911-5/16 Self Holding Nut	Thomas & Betts B-911-0,8 Selbsthaltemutter	Kindorf	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4093777	3.41	ABB Installation Products	B-911-5/16	78599175600	For use with 1 1/2 in. deep channels.	Für den Einsatz mit 1 1/2 in. Tiefe Kanäle.							5/16 Inch	0,3125 cm		9	4.082		Fittings & Hardware	Armaturen & Hardware
Verschlüsse & Hardwares|Verschlüsse|Nuts & Unterlegscheibes|Nuts|Strut Nuts	Verschlüsse & Hardware|Verschlüsse|Muttern & Unterlegscheiben|Muttern|Schienenmuttern	Verschlüsse		PNB160000000000|PNB160400000000|PNB160402000000|PNB160402010000|PNB160402011100	in stock	5.15	https://pacificsupply.bloomreach.com/products/3099499	3099499	Thomas & Betts 3/8 Self-Holding Nuts	Thomas & Betts 1,0 Selbsthaltemuttern	Thomas & Betts B-912-3/8 Self Holding Nut	Thomas & Betts B-912-1,0 Selbsthaltemutter	Kindorf	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_3099499	3.24	ABB Installation Products	B-912-3/8	78599175642	For use with 3/4 in. deep channels.	Für den Einsatz mit 3/4 in. Tiefe Kanäle.							3/8 Inch	0,375 cm		8.81	3.996		Fittings & Hardware	Armaturen & Hardware
Verschlüsse & Hardwares|Verschlüsse|Nuts & Unterlegscheibes|Nuts|Strut Nuts	Verschlüsse & Hardware|Verschlüsse|Muttern & Unterlegscheiben|Muttern|Schienenmuttern	Verschlüsse		PNB160000000000|PNB160400000000|PNB160402000000|PNB160402010000|PNB160402011100	in stock	6.16	https://pacificsupply.bloomreach.com/products/11482	11482	B-Line N228ZN Channel Spring Nut	B-Line N228ZN Kanal Federmutter	B-Line N228ZN Spring Nut, 3/8-16 thread, 3/8 nut	B-Line N228ZN Federmutter, 1,0 cm Gewinde, 1,0 nut	EATON B-LINE SERIES	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_11482	3.88	Eaton B-Line	N228ZN	78101140363	STRUT FITTINGS,BF-CHANNEL NUTS (BF)	Mast-Beschlagteile, BF-Nutensteine ​​(BF)										0.093	0.042		Spring Nut	Federmutter
Verschlüsse & Hardwares|Verschlüsse|Nuts & Unterlegscheibes|Nuts|Strut Nuts	Verschlüsse & Hardware|Verschlüsse|Muttern & Unterlegscheiben|Muttern|Schienenmuttern	Verschlüsse		PNB160000000000|PNB160400000000|PNB160402000000|PNB160402010000|PNB160402011100	in stock	14.67	https://pacificsupply.bloomreach.com/products/4331091	4331091	B-Line N255ZN(5/8) Spring Nut	B-Line N255ZN (1,6) Federmutter	SPRING NUT, 5/8-IN.-11 THREAD, 1/2-IN. NUT	Federmutter, 1,6 cm.-THREAD 11, ein Halb-IN. NUSS	EATON B-LINE SERIES	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4331091	9.24	Eaton B-Line	N255ZN	78101140373	STRUT FITTINGS,BF-CHANNEL NUTS (BF)	Mast-Beschlagteile, BF-Nutensteine ​​(BF)					Steel	Stahl	5/8 In-11 TPI	1,6 cm - 11 TPI		0.164	0.074		Spring Nut	Federmutter
Verschlüsse & Hardwares|Verschlüsse|Nuts & Unterlegscheibes|Nuts|Strut Nuts	Verschlüsse & Hardware|Verschlüsse|Muttern & Unterlegscheiben|Muttern|Schienenmuttern	Verschlüsse		PNB160000000000|PNB160400000000|PNB160402000000|PNB160402010000|PNB160402011100	in stock	13.05	https://pacificsupply.bloomreach.com/products/4681166	4681166	B-Line N724ZN Spring Nut 1/4-20	B-Line N724ZN Federmutter 0,6	Eaton B-Line N724ZN 1/4 Inch Nut Spring Nut	Eaton B-Line N724ZN 0,6 cm Mutter Federmutter	EATON B-LINE SERIES	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4681166	8.22	Eaton B-Line	N724ZN	78101140523	STRUT FITTINGS,BF-CHANNEL NUTS (BF)	Mast-Beschlagteile, BF-Nutensteine ​​(BF)					Steel	Stahl	1/4 In-20 TPI	0,6 cm - 20 TPI		0.067	0.030		Spring Nut	Federmutter
Verschlüsse & Hardwares|Verschlüsse|Nuts & Unterlegscheibes|Nuts|Strut Nuts	Verschlüsse & Hardware|Verschlüsse|Muttern & Unterlegscheiben|Muttern|Schienenmuttern	Verschlüsse		PNB160000000000|PNB160400000000|PNB160402000000|PNB160402010000|PNB160402011100	in stock	14.66	https://pacificsupply.bloomreach.com/products/4448166	4448166	B-Line N224SS6 Channel Spring Nut	B-Line N224SS6 Kanal Federmutter	Eaton B-Line N224SS6 1/4 Inch Spring Nut	Eaton B-Line N224SS6 0,6 cm Federmutter	EATON B-LINE SERIES	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4448166	9.23	Eaton B-Line	N224SS6	78101140334	STRUT FITTINGS,BF-CHANNEL NUTS (BF)	Mast-Beschlagteile, BF-Nutensteine ​​(BF)					316 Stainless Steel	316 Edelstahl	1/4 In-20 TPI	0,6 cm - 20 TPI		0.07	0.032		Spring Nut	Federmutter
Verschlüsse & Hardwares|Verschlüsse|Nuts & Unterlegscheibes|Nuts|Strut Nuts	Verschlüsse & Hardware|Verschlüsse|Muttern & Unterlegscheiben|Muttern|Schienenmuttern	Verschlüsse		PNB160000000000|PNB160400000000|PNB160402000000|PNB160402010000|PNB160402011100	in stock	14.47	https://pacificsupply.bloomreach.com/products/1993845	1993845	B-Line N223ZN 5/16 PLTD Spring Nut	B-Line N223ZN 0,8 PLTD Federmutter	Eaton B-Line N223ZN 1/4 Inch 18 Thread Spring Nut	Eaton B-Line N223ZN 0,6 cm 18 Gewindefedermutter	EATON B-LINE SERIES	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_1993845	9.12	Eaton B-Line	N223ZN	78101140323	STRUT FITTINGS,BF-CHANNEL NUTS (BF)	Mast-Beschlagteile, BF-Nutensteine ​​(BF)					Steel	Stahl	5/16 In-18 TPI	0,6 cm - 18 TPI		0.067	0.030		Spring Nut	Federmutter
Verschlüsse & Hardwares|Verschlüsse|Nuts & Unterlegscheibes|Nuts|Strut Nuts	Verschlüsse & Hardware|Verschlüsse|Muttern & Unterlegscheiben|Muttern|Schienenmuttern	Verschlüsse		PNB160000000000|PNB160400000000|PNB160402000000|PNB160402010000|PNB160402011100	in stock	13.67	https://pacificsupply.bloomreach.com/products/11481	11481	B-Line N225ZN Channel Spring Nut	B-Line N225ZN Kanal Federmutter	Eaton B-Line N225ZN 1/2 Inch 13 Thread Spring Nut	Eaton B-Line N225ZN 1,3 cm 13 Gewindefedermutter	EATON B-LINE SERIES	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_11481.jpg	8.61	Eaton B-Line	N225ZN	78101140343	STRUT FITTINGS,BF-CHANNEL NUTS (BF)	Mast-Beschlagteile, BF-Nutensteine ​​(BF)										0.116	0.053		Spring Nut	Federmutter
Verschlüsse & Hardwares|Verschlüsse|Nuts & Unterlegscheibes|Nuts|Strut Nuts	Verschlüsse & Hardware|Verschlüsse|Muttern & Unterlegscheiben|Muttern|Schienenmuttern	Verschlüsse		PNB160000000000|PNB160400000000|PNB160402000000|PNB160402010000|PNB160402011100	in stock	10.04	https://pacificsupply.bloomreach.com/products/4309888	4309888	B-Line N228SS6 Channel Spring Nut	B-Line N228SS6 Kanal Federmutter	Eaton B-Line N228SS6 3/8 Inch 16 Thread Spring Nut	Eaton B-Line N228SS6 1,0 cm Gewinde 16 Federmutter	EATON B-LINE SERIES	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4309888	6.32	Eaton B-Line	N228SS6	78101140366	STRUT FITTINGS,BF-CHANNEL NUTS (BF)	Mast-Beschlagteile, BF-Nutensteine ​​(BF)					316 Stainless Steel	316 Edelstahl	3/8 In-16 TPI	1,0 cm - 16 TPI		0.114	0.052		Spring Nut	Federmutter
Verschlüsse & Hardwares|Verschlüsse|Nuts & Unterlegscheibes|Nuts|Strut Nuts	Verschlüsse & Hardware|Verschlüsse|Muttern & Unterlegscheiben|Muttern|Schienenmuttern	Verschlüsse		PNB160000000000|PNB160400000000|PNB160402000000|PNB160402010000|PNB160402011100	in stock	14.83	https://pacificsupply.bloomreach.com/products/36800	36800	B-Line TN228ZN Channel Wirbelmutter	B-Line TN228ZN Kanal Gewindeeinsatz	Eaton B-Line N228SS6 3/8 Inch 16 Thread Spring Nut	Eaton B-Line TN228ZN 1,0 cm Gewinde 16 Wirbelmutter	EATON B-LINE SERIES	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_36800	9.34	Eaton B-Line	TN228ZN	78101140173	STRUT FITTINGS,BF-WirbelmutterS	Mast-Beschlagteile, BF-WirbelmutterS					Steel	Stahl	3/8 In-16 TPI	1,0 cm - 16 TPI		0.09	0.041		Nut	Nuss
Verschlüsse & Hardwares|Verschlüsse|Nuts & Unterlegscheibes|Nuts|Strut Nuts	Verschlüsse & Hardware|Verschlüsse|Muttern & Unterlegscheiben|Muttern|Schienenmuttern	Verschlüsse		PNB160000000000|PNB160400000000|PNB160402000000|PNB160402010000|PNB160402011100	in stock	6.5	https://pacificsupply.bloomreach.com/products/11480	11480	B-Line N224ZN Channel Spring Nut	B-Line N224ZN Kanal Federmutter	B-Line N224ZN 1/4 Spring Nut	B-Line N224ZN 0,6 Federmutter	EATON B-LINE SERIES	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_11480.jpg	4.09	Eaton B-Line	N224ZN	78101140333	STRUT FITTINGS,BF-CHANNEL NUTS (BF)	Mast-Beschlagteile, BF-Nutensteine ​​(BF)										0.067	0.030		Spring Nut	Federmutter
Verschlüsse & Hardwares|Verschlüsse|Nuts & Unterlegscheibes|Nuts|Strut Nuts	Verschlüsse & Hardware|Verschlüsse|Muttern & Unterlegscheiben|Muttern|Schienenmuttern	Verschlüsse		PNB160000000000|PNB160400000000|PNB160402000000|PNB160402010000|PNB160402011100	in stock	12.98	https://pacificsupply.bloomreach.com/products/36801	36801	B-Line TN224ZN Channel Wirbelmutter	B-Line TN224ZN Kanal Gewindeeinsatz	Eaton B-Line TN224ZN 1/4 Inch Wirbelmutter	Eaton B-Line TN224ZN 0,6 cm Gewindeeinsatz	EATON B-LINE SERIES	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_36801	8.18	Eaton B-Line	TN224ZN	78101140143	STRUT FITTINGS,BF-WirbelmutterS	Mast-Beschlagteile, BF-WirbelmutterS					Steel	Stahl	1/4 In-20 TPI	0,6 cm - 20 TPI		0.067	0.030		Nut	Nuss
Verschlüsse & Hardwares|Verschlüsse|Bolzens, Schraubes & Studs|Bolzens|Hohlraumdübels	Verschlüsse & Hardware|Verschlüsse|Bolzen, Schrauben & Stiftschrauben|Bolzen|Hohlraumdübels	Verschlüsse		PNB160000000000|PNB160400000000|PNB160401000000|PNB160401010000|PNB160401011200	in stock	5.88	https://pacificsupply.bloomreach.com/products/4083391	4083391	Dottie TBC42 1/4 X 2 Hohlraumdübels	Dottie TBC42 0,6 X 5,0 Kippdübeln	LH Dottie TBC42 1/4 x 2 Inch Zinc Plated Steel Phillips/Slotted Mushroom Head Hohlraumdübel	LH Dottie TBC42 0,6 x 5,0 cm verzinktes Stahl Phillips / Schlitz-Pilz-Kopf-Hohlraumdübel	LH DOTTIE	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4083391.jpg	3.7	LH Dottie	TBC42	78100216859	Hollow Walls	Hohl Walls				5,0 cm	Steel	Stahl	1/4 x 2 IN	0,6 x 5,0 cm		2.5	1.134		Mushroom Head with Spring Wing	Pilz-Kopf mit Federflügel
Verschlüsse & Hardwares|Verschlüsse|Bolzens, Schraubes & Studs|Bolzens|U-Bolzens	Verschlüsse & Hardware|Verschlüsse|Bolzen, Schrauben & Stiftschrauben|Bolzen|Bügelschrauben	Verschlüsse		PNB160000000000|PNB160400000000|PNB160401000000|PNB160401010000|PNB160401011300	in stock	11.75	https://pacificsupply.bloomreach.com/products/3994541	3994541	B-Line B501-2ZN U-Bolzen 2	B-Line B501-2ZN U-Bolzen 2	Eaton B-Line B501-2ZN 2 x 3/8 Inch U Bolzen	Eaton B-Line B501-2ZN 5,1 x 1,0 cm U Bolzen	EATON B-LINE SERIES	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_3994541	7.41	Eaton B-Line	B501-2ZN	78101155613	STRUT FITTINGS,ROD-THREADED/NOT THREADED	Mast-Beschlagteile, ROD-THREADED / NICHT GEWINDE					Steel	Stahl	2 In	5,0 cm		0.27	0.122		U-Bolzen	U-Bolzen
Verschlüsse & Hardwares|Verschlüsse|Bolzens, Schraubes & Studs|Bolzens|T-Bolzens	Verschlüsse & Hardware|Verschlüsse|Bolzen, Schrauben & Stiftschrauben|Bolzen|T-Nutenschrauben	Verschlüsse		PNB160000000000|PNB160400000000|PNB160401000000|PNB160401010000|PNB160401011100	in stock	12.09	https://pacificsupply.bloomreach.com/products/14808	14808	Dottie 3/8 x 2 Machine Bolzen	Dottie 1,0 x 5,0 Maschinen Bolzen	LH Dottie MB382 3/8 x 2 Inch Zinc Plated Steel Hex Head Tap Bolzen	LH Dottie MB382 1,0 x 5,0 cm Stahl verzinkt Sechskantkopfschraube	LH DOTTIE	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_14808.jpg	7.62	LH Dottie	MB382	78100258810						5,0 cm	Low-Carbon Steel	Kohlenstoffarmen Stahl	3/8 x 2 IN	1,0 x 5,0 cm		6.65	3.016		Hex Head Tap Bolzen	Sechskantkopf Tap Bolzen
Verschlüsse & Hardwares|Verschlüsse|Bolzens, Schraubes & Studs|Bolzens|Hanger Bolzens	Verschlüsse & Hardware|Verschlüsse|Bolzen, Schrauben & Stiftschrauben|Bolzen|Stockschraube	Verschlüsse		PNB160000000000|PNB160400000000|PNB160401000000|PNB160401010000|PNB160401010400	in stock	5.48	https://pacificsupply.bloomreach.com/products/4427935	4427935	Cully 1/4 x 3 Hanger Bolzen	Cully 0,6 x 7,5 Aufhängebolzen	Cully 66148J 1/4 x 3 Hanger Bolzen, Zinc (100/Jar)	Cully 66148J 0,6 x 7,5 Stockschraube, Zink (100 / Dose)	Minerallac	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4427935.jpg	3.46	Minerallac	66148J	8593708348	Standard hanger Bolzens are intended to be inserted into a pre-BohreRot pilot hole.	Standard Stockschrauben sind dazu bestimmt, in ein vorgebohrtes Pilotloch eingeführt werden.				7,5 cm	Steel	Stahl	1/4 x 3 IN	0,6 x 7,5 cm		3	1.361		Hanger Bolzen	Aufhängebolzen-
Verschlüsse & Hardwares|Verschlüsse|Bolzens, Schraubes & Studs|Bolzens|Hohlraumdübels	Verschlüsse & Hardware|Verschlüsse|Bolzen, Schrauben & Stiftschrauben|Bolzen|Hohlraumdübels	Verschlüsse		PNB160000000000|PNB160400000000|PNB160401000000|PNB160401010000|PNB160401011200	in stock	14.99	https://pacificsupply.bloomreach.com/products/4930258	4930258	Minerallac 3/8 X 6 RH Hohlraumdübel	Minerallac 1,0 X 15,2 RH Kippdübel	Minerallac 58696J 3/8 x 6 Inch Zinc Plated Steel Slotted Round Head Hohlraumdübel with Wing	Minerallac 58696J 1,0 x 15,2 cm verzinktes Stahl geschlitzt Rundkopf Kippdübel mit Flügeln	Minerallac	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4930258	9.45	Minerallac	58696J	8593704330	These light-duty anchors are for use in hollow block or gypsum wallboard.	Diese leichten Anker sind zur Verwendung in Hohlblock oder Gipsbauplatte.				15,2 cm	Steel	Stahl				4.64	2.105		Hohlraumdübels	Kippdübeln
Verschlüsse & Hardwares|Verschlüsse|Bolzens, Schraubes & Studs|Bolzens|Hohlraumdübels	Verschlüsse & Hardware|Verschlüsse|Bolzen, Schrauben & Stiftschrauben|Bolzen|Hohlraumdübels	Verschlüsse		PNB160000000000|PNB160400000000|PNB160401000000|PNB160401010000|PNB160401011200	in stock	13.25	https://pacificsupply.bloomreach.com/products/4705331	4705331	Cully 5/16 X 3 RH Hohlraumdübel	Cully 0,8 X 7,6 RH Kippdübel	Minerallac 58647 5/16 x 3 Inch Zinc Plated Steel Slotted Round Head Hohlraumdübel with Wing	Minerallac 58647 0,8 x 7,6 cm-verzinktes Stahl geschlitzt Rundkopf Kippdübel mit Flügeln	Minerallac	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4705331	8.35	Minerallac	58647	8593758647	These light-duty anchors are for use in hollow block or gypsum wallboard.	Diese leichten Anker sind zur Verwendung in Hohlblock oder Gipsbauplatte.				7,6 cm	Steel	Stahl				6.5	2.948		Hohlraumdübels	Kippdübeln
Verschlüsse & Hardwares|Verschlüsse|Bolzens, Schraubes & Studs|Bolzens|Hohlraumdübels	Verschlüsse & Hardware|Verschlüsse|Bolzen, Schrauben & Stiftschrauben|Bolzen|Hohlraumdübels	Verschlüsse		PNB160000000000|PNB160400000000|PNB160401000000|PNB160401010000|PNB160401011200	in stock	12.79	https://pacificsupply.bloomreach.com/products/4408810	4408810	Cully 3/8 x 3 Hohlraumdübel	Cully 1,0 x 7,6 Hohlraumdübel	Cully 58648J 3/8 x 3 Round Head Hohlraumdübel & Wing, Slotted - Zinc (25/Jar)	Cully 58648J 1,0 x 7,6 Rundkopf Hohlraumdübel & Wing, geschlitzt - Zink (25 / Dose)	Minerallac	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4408810.jpg	8.06	Minerallac	58648J	8593708274	These light-duty anchors are for use in hollow block or gypsum wallboard.	Diese leichten Anker sind zur Verwendung in Hohlblock oder Gipsbauplatte.				3	Zinc	Zink				4	1.814		Hohlraumdübels	Kippdübeln
