manufacturer	catalog_number	catalog_number_partialvalue	master_upc	application_en	application	color_en	color	height	length	material_en	material	size_en	size	voltage_rating	weight	type_en	type	availability	url	pid	title_en	title	description_en	description	brand	thumb_image	price	sale_price	category_paths
Woodhead	CS63W64	['CS6', 'CS63', 'CS63W', 'CS63W6', 'CS63W64']	78678801470		 		 				 		 	250 V	1.5	Connector	Anschluss	TRUE	https://pacific.bloomreach.com/supplyglobal/products/4000587___4000587	4000587	WOODH CS63W64 WATERTITE CONNECTOR -	WOODH CS63W64 WATERTITE-VERBINDER -	Molex Incorporated CS63W64 3-Pole 4-Wire 50 Amp 125/250 Volt Yellow Locking/California Style Connector	Molex Incorporated CS63W64 3-poliger 4-adriger 50-A-Stecker, 125/250 V, gelber Verriegelungsstecker (California-Standard)	Woodhead	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4000587.gif	10.43	6.57	[[{'id': 'NA_240000000000', 'name': 'Wiring Devices & Wallplates'}, {'id': 'NA_240400000000', 'name': 'Plugs & Connectors'}, {'id': 'NA_240406000000', 'name': 'Watertight Devices'}, {'id': 'NA_240406010000', 'name': 'Connectors'}]]
ABB Installation Products	TY400-50X	['TY4', 'TY40', 'TY400', 'TY400-', 'TY400-5', 'TY400-50', 'TY400-50X']	78621089859		 	Black	Schwarz		14.4 in	Nylon/Polyamide 6.6 Weather Resistant	Nylon/Polyamid 6.6 witterungsbeständig		 		5	Standard	Standard	TRUE	https://pacific.bloomreach.com/supplyglobal/products/4009367___4009367	4009367	T&B TY40050X TY FAST CABLE TIES	T&B TY40050X TY SCHNELLE KABELBINDER	Thomas & Betts TY400-50X 60.6 Inch Black Nylon Cable Tie	Thomas & Betts TY400-50X 60,6 Zoll Kabelbinder aus schwarzem Nylon	Ty-Fast	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4009367	7.18	4.52	[[{'id': 'NA_270000000000', 'name': 'Connectors, Marking, & Termination'}, {'id': 'NA_270100000000', 'name': 'Wire Bundling'}, {'id': 'NA_270104000000', 'name': 'Cable Ties'}]]
ABB Installation Products	TY400-120X	['TY4', 'TY40', 'TY400', 'TY400-', 'TY400-1', 'TY400-12', 'TY400-120', 'TY400-120X']	78621089827		 	Black	Schwarz		14.76 in	Nylon/Polyamide 6.6 Weather Resistant	Nylon/Polyamid 6.6 witterungsbeständig		 		6.25	Heavy-Duty	Hochleistungsfähig	TRUE	https://pacific.bloomreach.com/supplyglobal/products/4009368___4009368	4009368	T&B TY400120X TY FAST CABLE TIES	T&B TY400120X TY SCHNELLE KABELBINDER	Thomas & Betts TY400-120X Fast Weather and Ultraviolet Resistant Cable Tie	Thomas & Betts TY400-120X Schneller, wetter- und UV-beständiger Kabelbinder	Ty-Fast	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4009368	14.02	8.83	[[{'id': 'NA_270000000000', 'name': 'Connectors, Marking, & Termination'}, {'id': 'NA_270100000000', 'name': 'Wire Bundling'}, {'id': 'NA_270104000000', 'name': 'Cable Ties'}]]
Eaton B-Line	N528ZN	['N52', 'N528', 'N528Z', 'N528ZN']	78101140463	STRUT FITTINGS,BF-CHANNEL NUTS (BF)	Federbeinbefestigungen, BF-Kanalmuttern (BF)		 			Steel	Stahl	3/8 In-16 TPI	3/8 Zoll-16 TPI		0.093	Spring Nut	Federmutter	TRUE	https://pacific.bloomreach.com/supplyglobal/products/4011984___4011984	4011984	B-LINE N528ZN(3/8) SPRING NUT 3/8	B-LINE N528ZN(3/8) Federmutter 3/8	Eaton B-Line N528ZN 3/8 Inch Spring Nut	Eaton B-Line N528ZN 3/8 Zoll Federmutter	Eaton	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4011984	14.98	9.43	[[{'id': 'NA_160000000000', 'name': 'Fasteners & Hardwares'}, {'id': 'NA_160400000000', 'name': 'Fasteners'}, {'id': 'NA_160402000000', 'name': 'Nuts & Washers'}, {'id': 'NA_160402010000', 'name': 'Nuts'}, {'id': 'NA_160402011100', 'name': 'Strut Nuts'}]]
Rockwell Automation	1492-CJJN6-10	['149', '1492', '1492-', '1492-C', '1492-CJ', '1492-CJJ', '1492-CJJN', '1492-CJJN6', '1492-CJJN6-', '1492-CJJN6-1', '1492-CJJN6-10']	78118081169	for Use With 1492-JD3N, JDG3N, JDG3ND	Zur Verwendung mit 1492-JD3N, JDG3N, JDG3ND	Gray	Grau				 		 		0.019	Center Jumper	Center Jumper	TRUE	https://pacific.bloomreach.com/supplyglobal/products/4018275___4018275	4018275	AB 1492-CJJN6-10 Screw Center	AB 1492-CJJN6-10 Schraubenzentrum	A-B 1492-CJJN6-10 IEC Center Jumper, 10 PL 6mm, Screw	A-B 1492-CJJN6-10 IEC-Mittelbrücke, 10 PL 6 mm, Schraube	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4018275.jpg	6.71	4.23	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_121300000000', 'name': 'Terminal Blocks, Wiring Systems & Connectors'}, {'id': 'NA_121305000000', 'name': 'Terminal Block Accessories'}, {'id': 'NA_121305160000', 'name': 'Shorting Links/Jumpers'}]]
ABB Installation Products	TY5234MX	['TY5', 'TY52', 'TY523', 'TY5234', 'TY5234M', 'TY5234MX']	78621083938		 	Black	Schwarz		14 in	Nylon/Polyamide 6.6	Nylon/Polyamid 6.6		 		0.5	Standard	Standard	TRUE	https://pacific.bloomreach.com/supplyglobal/products/402131___402131	402131	T&B TY5234MX LOCKING CABLE TIE	T&B TY5234MX Kabelbinder mit Verriegelung	Thomas & Betts TY5234MX Weather Resistant Nylon Cable Tie, 14 Length, .09 Width, Black	Thomas & Betts TY5234MX Wetterbeständiger Kabelbinder aus Nylon, 14 Zoll Länge, 0,09 Zoll Breite, Schwarz	Ty-Rap	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_402131	6.5	4.1	[[{'id': 'NA_270000000000', 'name': 'Connectors, Marking, & Termination'}, {'id': 'NA_270100000000', 'name': 'Wire Bundling'}, {'id': 'NA_270104000000', 'name': 'Cable Ties'}]]
Brady	WO-52-VP	['WO-', 'WO-5', 'WO-52', 'WO-52-', 'WO-52-V', 'WO-52-VP']	66282035076		 	Black on White	Schwarz auf Weiß	0.625		Brady B-500 Vinyl Coated Fabric	Brady B-500 vinylbeschichtetes Gewebe		 		0.012	Label	Etikett	TRUE	https://pacific.bloomreach.com/supplyglobal/products/4030338___4030338	4030338	BRADY WO-52-VP CALIBRATION LABELS -	BRADY WO-52-VP KALIBRIERUNGSETIKETTEN -	LBL,B500,BLK/WT,1.5X0.625,35076,5 CQ/PK	LBL,B500,BLK/WT,1.5X0.625,35076,5 CQ/PK	Brady	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4030338.jpg	6.09	3.84	[[{'id': 'NA_220000000000', 'name': 'Safety'}, {'id': 'NA_221300000000', 'name': 'Warning Signs & Labels'}, {'id': 'NA_221309000000', 'name': 'Labels and Markers'}, {'id': 'NA_221309020000', 'name': 'Identification Labels'}]]
Panduit	JP4W-X20	['JP4', 'JP4W', 'JP4W-', 'JP4W-X', 'JP4W-X2', 'JP4W-X20']	7498344056	Route high performance communication cabling in air handling spaces	Hochleistungskommunikationskabel in Lüftungsräumen verlegen	Black	Schwarz			Nylon 6.6	Nylon 6.6		 		4.25	J-Pro Cable Support	J-Pro Kabelhalterung	TRUE	https://pacific.bloomreach.com/supplyglobal/products/4033838___4033838	4033838	PAND JP4W-X20 4 J-PRO WALL MOUNT	PAND JP4W-X20 4 J-PRO WANDHALTERUNG	Panduit JP4W-X20 J-Pro Cable Support System Wall Mount	Panduit JP4W-X20 J-Pro Kabelträgersystem Wandmontage	Panduit	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4033838.jpg	8.47	5.33	[[{'id': 'NA_160000000000', 'name': 'Fasteners & Hardware'}, {'id': 'NA_160300000000', 'name': 'Cable, Chain & Rope'}, {'id': 'NA_160302000000', 'name': 'Fittings & Accessories'}, {'id': 'NA_160302170000', 'name': 'J-Hooks'}]]
Brady	5000-3	['500', '5000', '5000-', '5000-3']	75447350003	Labeling in Low Light Conditions	Etikettierung bei schwachen Lichtverhältnissen	Yellow on Black	Gelb auf Schwarz	2.875		Brady B-997 Retroreflective Sheeting	Brady B-997 Retroreflektierende Folie		 		0.075	Label	Etikett	TRUE	https://pacific.bloomreach.com/supplyglobal/products/4035449___4035449	4035449	BRADY 5000-3 MARKERS REFLECTIVE	BRADY 5000-3 REFLEKTIERENDE MARKIERUNGEN	Brady 5000-3 Lite Reflective Numbers and Letters	Brady 5000-3 Lite Reflektierende Zahlen und Buchstaben	Brady	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4035449.jpg	12.37	7.79	[[{'id': 'NA_220000000000', 'name': 'Safety'}, {'id': 'NA_221300000000', 'name': 'Warning Signs & Labels'}, {'id': 'NA_221309000000', 'name': 'Labels and Markers'}, {'id': 'NA_221309030000', 'name': 'Number and Letter Labels'}]]
ABB Installation Products	BLB8-TB	['BLB', 'BLB8', 'BLB8-', 'BLB8-T', 'BLB8-TB']	78621008883	Mogul Bodies are Installed In Conduit Systems to Act As Pull Outlets for Conductors that are Stiff, Due to Large Size or Type of Insulation.	Mogul-Körper werden in Leitungssystemen installiert, um als Zugauslässe für Leiter zu dienen, die aufgrund ihrer Größe oder der Art der Isolierung steif sind.		 			Gray Iron	Graues Eisen		 		24.75	Mogul Conduit Body & Cover	Mogul-Rohrkörper und -deckel	TRUE	https://pacific.bloomreach.com/supplyglobal/products/4043460___4043460	4043460	T&B BLB8TB 3 MOGUL BODY,IRON, LB	T&B BLB8TB 3 MOGUL BODY,IRON, LB	Thomas & Betts BLB8-TB 3 Inch Iron LB Style Mogul Body	Thomas & Betts BLB8-TB 3 Zoll Eisen LB Style Mogul Body	T&B	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4043460	14.54	9.16	[[{'id': 'NA_110000000000', 'name': 'Conduit, Fittings, & Raceway'}, {'id': 'NA_110300000000', 'name': 'Electrical Conduit & Fittings'}, {'id': 'NA_110302000000', 'name': 'Metallic Conduit & Fittings'}, {'id': 'NA_110302030000', 'name': 'Conduit Body, Covers, & Gaskets'}, {'id': 'NA_110302030900', 'name': 'Type LB Condulets'}]]
Brady	M21-1250-427	['M21', 'M21-', 'M21-1', 'M21-12', 'M21-125', 'M21-1250', 'M21-1250-', 'M21-1250-4', 'M21-1250-42', 'M21-1250-427']	66282089999	Cable & Wire Marking; Panel Labeling; Voice & Data ID	Kabel- und Drahtkennzeichnung; Panelbeschriftung; Sprach- und Datenkennzeichnung	Black on Translucent/White	Schwarz auf durchscheinendem/weißem Hintergrund		14	Brady B-427 Vinyl	Brady B-427 Vinyl	1.250 x 14 f	1,250 x 14 f		0.172	Label	Etikett	TRUE	https://pacific.bloomreach.com/supplyglobal/products/4044226___4044226	4044226	BRADY M21-1250-427 1.25X 14' SELF	BRADY M21-1250-427 1,25 x 14' Selbst	Brady M21-1250-427 Self-Laminating Labels for BMP21 / ID PAL Printers. Black Ribbon on White/Translucent Tape, 1.25 x 14'	Brady M21-1250-427 Selbstlaminierende Etiketten für BMP21/ID PAL-Drucker. Schwarzes Farbband auf weißem/transparentem Band, 1,25 x 14 Fuß (ca. 3,2 x 4,3 m).	Brady	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4044226.jpg	11.04	6.96	[[{'id': 'NA_220000000000', 'name': 'Safety'}, {'id': 'NA_221300000000', 'name': 'Warning Signs & Labels'}, {'id': 'NA_221309000000', 'name': 'Labels and Markers'}, {'id': 'NA_221309040000', 'name': 'Printable Labels'}]]
Brady	M21-1000-427	['M21', 'M21-', 'M21-1', 'M21-10', 'M21-100', 'M21-1000', 'M21-1000-', 'M21-1000-4', 'M21-1000-42', 'M21-1000-427']	66282089998	Cable & Wire Marking; Panel Labeling; Voice & Data ID	Kabel- und Drahtkennzeichnung; Panelbeschriftung; Sprach- und Datenkennzeichnung	Black on Translucent/White	Schwarz auf durchscheinendem/weißem Hintergrund		14	Brady B-427 Vinyl	Brady B-427 Vinyl		 		77	Label	Etikett	TRUE	https://pacific.bloomreach.com/supplyglobal/products/4047110___4047110	4047110	BRADY M21-1000-427 LABEL	BRADY M21-1000-427 ETIKETT	Brady M21-1000-427 1 Inch x 14 Foot White Roll Wire Marker Self Laminating with wrap Label	Brady M21-1000-427 1 Zoll x 14 Fuß weiße Rolle Drahtmarkierer selbstlaminierend mit Umhüllungsetikett	Brady	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4047110.jpg	7.1	4.47	[[{'id': 'NA_220000000000', 'name': 'Safety'}, {'id': 'NA_221300000000', 'name': 'Warning Signs & Labels'}, {'id': 'NA_221309000000', 'name': 'Labels and Markers'}, {'id': 'NA_221309040000', 'name': 'Printable Labels'}]]
Apex Tool Group	510610	['051', '0510', '05106', '051061', '0510610']	2041806382	For Load Binding, Towing, Logging and other Applications	Für Ladungssicherung, Abschleppen, Holzernte und andere Anwendungen		 		200 ft	Carbon Steel	Kohlenstoffstahl		 		ea		 	TRUE	https://pacific.bloomreach.com/supplyglobal/products/4053606___4053606	4053606	CAMPBELL 0510610 Chain 3/8 Grade	CAMPBELL 0510610 Kette 3/8 Güteklasse	Campbell 0510610 Chain 3/8 Grade 70 Transport, Yellow Chromate, 200' per Drum	Campbell 0510610 Kette 3/8 Güteklasse 70 Transport, gelb chromatiert, 200 Fuß pro Trommel	CAMPBELL	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4053606.jpg	9.26	5.84	[[{'id': 'NA_160000000000', 'name': 'Fasteners & Hardware'}, {'id': 'NA_160300000000', 'name': 'Cable, Chain & Rope'}, {'id': 'NA_160301000000', 'name': 'Chains'}, {'id': 'NA_160301040000', 'name': 'Link Chains'}]]
ABB Installation Products	TYC272MX	['TYC', 'TYC2', 'TYC27', 'TYC272', 'TYC272M', 'TYC272MX']	78621085010		 	Black	Schwarz		8.62 in ; 218.95 mm	Nylon/Polyamide 12	Nylon/Polyamid 12		 			Standard	Standard	TRUE	https://pacific.bloomreach.com/supplyglobal/products/405636___405636	405636	T&B TYC272MX Locking Cable Tie,	T&B TYC272MX Kabelbinder mit Verriegelung	Thomas & Betts TYC272MX 8 Inch 85 lb Black Nylon Cable Tie	Thomas & Betts TYC272MX 8 Zoll 85 lb Kabelbinder aus schwarzem Nylon	Ty-Rap	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_405636	13.76	8.67	[[{'id': 'NA_270000000000', 'name': 'Connectors, Marking, & Termination'}, {'id': 'NA_270100000000', 'name': 'Wire Bundling'}, {'id': 'NA_270104000000', 'name': 'Cable Ties'}]]
Hubbell Wiring Device-Kellems	DS320ILW	['DS3', 'DS32', 'DS320', 'DS320I', 'DS320IL', 'DS320ILW']	78358515459	Commercial Heavy Duty	Gewerbliche Schwerlast	White	Weiß				 	Standard Sized	Standardgröße	120/277 VAC	0.15	General Purpose Switches	Universalschalter	TRUE	https://pacific.bloomreach.com/supplyglobal/products/4060945___4060945	4060945	HW DS320ILW SWITCH, DECO SER, 3W,	HW DS320ILW Schalter, Dekoserie, 3 W	Hubbell DS320ILW SWITCH, DECO SER, 3W, 20A 120/277V, ILWH	Hubbell DS320ILW Schalter, DECO SER, 3W, 20A 120/277V, ILWH	WIRING DEVICE-KELLEMS	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4060945.jpg	13.2	8.32	[[{'id': 'NA_240000000000', 'name': 'Wiring Devices & Wallplates'}, {'id': 'NA_240700000000', 'name': 'Switches'}, {'id': 'NA_240703000000', 'name': 'Wall Switches'}, {'id': 'NA_240703060000', 'name': 'Rocker Switches'}, {'id': 'NA_240703060300', 'name': '3-Way'}]]
Panduit	BT1.5M-M	['BT1', 'BT1.', 'BT1.5', 'BT1.5M', 'BT1.5M-', 'BT1.5M-M']	7498360291	General	Allgemein	Natural	Natürlich			Nylon 6.6	Nylon 6.6		 		1.46	Cable Ties	Kabelbinder	TRUE	https://pacific.bloomreach.com/supplyglobal/products/4077793___4077793	4077793	PAND BT1.5M-M BARB TY CABLE TIE	PAND BT1.5M-M BARB TY KABELBINDER	Panduit BT1.5M-M Cable Tie, Metal Barb, 6.3L (160mm), Miniature, Nylon, Natural	Panduit BT1.5M-M Kabelbinder, Metallbügel, 6,3L (160 mm), Miniatur, Nylon, Natur	Panduit	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4077793.jpg	12.28	7.74	[[{'id': 'NA_270000000000', 'name': 'Connectors, Marking, & Termination'}, {'id': 'NA_270100000000', 'name': 'Wire Bundling'}, {'id': 'NA_270104000000', 'name': 'Cable Ties'}]]
Legrand-Pass & Seymour	L630-C	['L63', 'L630', 'L630-', 'L630-C']	78500726301	Industrial Spec Grade	Industriequalität	Black/White	Schwarz/Weiß		3.3 in	Nylon	Nylon	3.3 in	3,3 Zoll	250 V	0.396	Turnlock Connector	Drehverriegelungsstecker	TRUE	https://pacific.bloomreach.com/supplyglobal/products/4082086___4082086	4082086	PS L630-C Turnlok Connector 3Wire	PS L630-C Turnlok-Stecker 3-adrig	Pass & Seymour L630-C Turnlok Connector 3Wire 30Amp 250Volt	Pass & Seymour L630-C Turnlok-Stecker, 3-adrig, 30 Ampere, 250 Volt	Legrand	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4082086.jpg	7.82	4.92	[[{'id': 'NA_240000000000', 'name': 'Wiring Devices & Wallplates'}, {'id': 'NA_240400000000', 'name': 'Plugs & Connectors'}, {'id': 'NA_240405000000', 'name': 'Twist Lock Devices'}, {'id': 'NA_240405020000', 'name': 'Connectors'}]]
Rockwell Automation	1492-CONACAB005F	['149', '1492', '1492-', '1492-C', '1492-CO', '1492-CON', '1492-CONA', '1492-CONAC', '1492-CONACA', '1492-CONACAB', '1492-CONACAB0', '1492-CONACAB00', '1492-CONACAB005', '1492-CONACAB005F']	61259866190		 		 				 		 		0.615		 	TRUE	https://pacific.bloomreach.com/supplyglobal/products/4085398___4085398	4085398	AB 1492-CONACAB005F 0.5m Cab Compat	AB 1492-CONACAB005F 0,5 m Kabinenkompatibilität	A-B 1492-CONACAB005F 0.5m Cab Compat w/LA004	A-B 1492-CONACAB005F 0,5 m Kabinenkompatibel mit LA004	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4085398.jpg	13.51	8.51	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_120200000000', 'name': 'Control System Connection Devices'}, {'id': 'NA_120203000000', 'name': 'Control System Connection Cables'}]]
Milwaukee Electric Tool	6390-21	['639', '6390', '6390-', '6390-2', '6390-21']	4524204958		 		 				 		 	120 VAC//VDC	18.05		 	TRUE	https://pacific.bloomreach.com/supplyglobal/products/4085419___4085419	4085419	MILW 6390-21 CIRC SAW	MILW 6390-21 CIRC SAW	Milwaukee 6390-21 Tilt-Lok&#8482; 7-1/4 Circular Saw with Case	Milwaukee 6390-21 Tilt-Lok™ 7-1/4 Kreissäge mit Koffer	Milwaukee	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4085419.jpg	14.47	9.12	[[{'id': 'NA_250000000000', 'name': 'Tools & Instruments'}, {'id': 'NA_251500000000', 'name': 'Power Tools & Attachments'}, {'id': 'NA_251503000000', 'name': 'Corded Power Tools'}, {'id': 'NA_251503410000', 'name': 'Saws'}, {'id': 'NA_251503410300', 'name': 'Circular Saws'}]]
Brady	M71-96-427	['M71', 'M71-', 'M71-9', 'M71-96', 'M71-96-', 'M71-96-4', 'M71-96-42', 'M71-96-427']	66282092751	Cable & Wire Marking; Panel Labeling	Kabel- und Drahtkennzeichnung; Schalttafelbeschriftung	Clear/White	Klar/Weiß	0.75		Brady B-427 Vinyl	Brady B-427 Vinyl		 		48	Label	Etikett	TRUE	https://pacific.bloomreach.com/supplyglobal/products/4089793___4089793	4089793	BRADY M71-96-427 LABELS	BRADY M71-96-427 ETIKETTEN	LABEL,BMP71,B427,1X.75,CLR/WHT,250LBL/RL	LABEL,BMP71,B427,1X.75,CLR/WHT,250LBL/RL	Brady	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4089793.jpg	12.56	7.91	[[{'id': 'NA_220000000000', 'name': 'Safety'}, {'id': 'NA_221300000000', 'name': 'Warning Signs & Labels'}, {'id': 'NA_221309000000', 'name': 'Labels and Markers'}, {'id': 'NA_221309040000', 'name': 'Printable Labels'}]]
Minerallac	41310	['413', '4131', '41310']	8593741310	Cap nuts serve two main purposes: (1) as decorative pieces, and (2) as covers for projecting threads.	Hutmuttern erfüllen zwei Hauptzwecke: (1) als dekorative Elemente und (2) als Abdeckungen für hervorstehende Gewinde.	Silver	Silber	0.34 in			 	#8	#8		0.4	Specialty Nuts	Spezialnüsse	TRUE	https://pacific.bloomreach.com/supplyglobal/products/4095225___4095225	4095225	CULLY 41310 8-32 ACORN CAP NUT	CULLY 41310 8-32 Maiskolbenmutter	Minerallac 41310 #8-32 Zinc Plated Steel Acorn Cap Nut	Minerallac 41310 #8-32 Hutmutter aus verzinktem Stahl	Minerallac	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4095225.jpg	8.57	5.4	[[{'id': 'NA_160000000000', 'name': 'Fasteners & Hardwares'}, {'id': 'NA_160400000000', 'name': 'Fasteners'}, {'id': 'NA_160402000000', 'name': 'Nuts & Washers'}, {'id': 'NA_160402010000', 'name': 'Nuts'}, {'id': 'NA_160402010200', 'name': 'Cap Nuts'}]]
Milwaukee Electric Tool	6065-6	['606', '6065', '6065-', '6065-6']	4524204151		 		 				 		 		15.2		 	TRUE	https://pacific.bloomreach.com/supplyglobal/products/4102308___4102308	4102308	MILW 6065-6	MILW 6065-6	Milwaukee 6065-6 3.5 Max HP, 7/9 Sander, 5000 RPM	Milwaukee 6065-6 3,5 PS Max., 7/9"-Schleifmaschine, 5000 U/min	Milwaukee	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4102308.jpg	13.6	8.57	[[{'id': 'NA_250000000000', 'name': 'Tools & Instruments'}, {'id': 'NA_251500000000', 'name': 'Power Tools & Attachments'}, {'id': 'NA_251503000000', 'name': 'Corded Power Tools'}, {'id': 'NA_251503400000', 'name': 'Sanders and Grinders'}, {'id': 'NA_251503400500', 'name': 'Grinders'}]]
Milwaukee Electric Tool	6486-20	['648', '6486', '6486-', '6486-2', '6486-20']	4524205946		 		 				 		 		10.5	Panel Saw Motor	Paneelsägenmotor	TRUE	https://pacific.bloomreach.com/supplyglobal/products/4112463___4112463	4112463	MILW 6486-20 PANEL SAW REPLACMNT	MILW 6486-20 Ersatzteil für Plattensäge	Milwaukee 6486-20 15 Amp Panel Saw Replacement Motor	Milwaukee 6486-20 15 Amp Paneelsägen-Ersatzmotor	Milwaukee	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4112463.jpg	9.4	5.92	[[{'id': 'NA_250000000000', 'name': 'Tools & Instruments'}, {'id': 'NA_251500000000', 'name': 'Power Tools & Attachments'}, {'id': 'NA_251503000000', 'name': 'Corded Power Tools'}, {'id': 'NA_251503410000', 'name': 'Saws'}, {'id': 'NA_251503410900', 'name': 'Saw Accessories'}]]
Milwaukee Electric Tool	6509-31	['650', '6509', '6509-', '6509-3', '6509-31']	4524219592	For Used With SAWZALL Style Blades	Zur Verwendung mit Sägeblättern im SAWZALL-Stil		 				 		 	120 VAC	11.88	Reciprocating Saw Kit	Säbelsägen-Set	TRUE	https://pacific.bloomreach.com/supplyglobal/products/4126432___4126432	4126432	MILW 6509-31 Sawzall Reciprocating	MILW 6509-31 Säbelsäge	Milwaukee 6509-31 Sawzall Reciprocating Saw Kit, 12amp, 3/4 Stroke	Milwaukee 6509-31 Säbelsägen-Set, 12 Ampere, 3/4 Hub	Milwaukee	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4126432.jpg	14.88	9.37	[[{'id': 'NA_250000000000', 'name': 'Tools & Instruments'}, {'id': 'NA_251500000000', 'name': 'Power Tools & Attachments'}, {'id': 'NA_251503000000', 'name': 'Corded Power Tools'}, {'id': 'NA_251503410000', 'name': 'Saws'}, {'id': 'NA_251503410800', 'name': 'Reciprocating Saws'}]]
Milwaukee Electric Tool	5243	['524', '5243']	4524202170		 		 				 		 		20.79		 	TRUE	https://pacific.bloomreach.com/supplyglobal/products/4129489___4129489	4129489	MILW 5243 GRINDER STRAIGHT 6 15A	MILW 5243 Schleifmaschine, gerade, 6 Zoll, 15 A	Milwaukee 5243 6 Diameter 15 Amp 120 V 6700 RPM 5/8 - 11 Spindle Trigger Switch Straight Grinder	Milwaukee 5243 6-Zoll-Schleifmaschine, 15 Ampere, 120 V, 6700 U/min, 5/8-11-Zoll-Spindel, Auslöseschalter, Geradschleifer	Milwaukee	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4129489.jpg	5.84	3.68	[[{'id': 'NA_250000000000', 'name': 'Tools & Instruments'}, {'id': 'NA_251500000000', 'name': 'Power Tools & Attachments'}, {'id': 'NA_251503000000', 'name': 'Corded Power Tools'}, {'id': 'NA_251503400000', 'name': 'Sanders and Grinders'}, {'id': 'NA_251503400500', 'name': 'Grinders'}]]
